spend_date,channel,campaign_name,spend_eur,impressions,clicks
2025-04-24,paid_social,Paid Social 2025-04,138.67,31651,414
2025-04-24,email,Email 2025-04,36.03,8380,104
2025-04-24,affiliate,Affiliate 2025-04,48.41,8228,123
2025-04-25,paid_search,Paid Search 2025-04,83.05,10844,106
2025-04-25,paid_social,Paid Social 2025-04,69.11,11751,201
2025-04-25,email,Email 2025-04,23.98,4589,175
2025-04-25,affiliate,Affiliate 2025-04,50.01,13498,452
2025-04-26,paid_search,Paid Search 2025-04,209.45,54051,1395
2025-04-26,paid_social,Paid Social 2025-04,141.03,28615,438
2025-04-26,email,Email 2025-04,30.75,2966,91
2025-04-26,affiliate,Affiliate 2025-04,95.08,9648,278
2025-04-27,paid_search,Paid Search 2025-04,309.32,77860,2472
2025-04-27,paid_social,Paid Social 2025-04,137.11,14682,181
2025-04-27,email,Email 2025-04,26.05,3547,125
2025-04-27,affiliate,Affiliate 2025-04,61.57,8296,359
2025-04-28,paid_search,Paid Search 2025-04,169.0,33335,803
2025-04-28,paid_social,Paid Social 2025-04,174.28,20416,478
2025-04-28,email,Email 2025-04,42.62,10543,129
2025-04-28,affiliate,Affiliate 2025-04,83.53,7969,66
2025-04-29,paid_search,Paid Search 2025-04,244.25,39222,1564
2025-04-29,paid_social,Paid Social 2025-04,168.36,29131,828
2025-04-29,email,Email 2025-04,46.63,9710,381
2025-04-29,affiliate,Affiliate 2025-04,108.95,22749,270
2025-04-30,paid_search,Paid Search 2025-04,266.51,53800,1370
2025-04-30,paid_social,Paid Social 2025-04,241.02,58138,551
2025-04-30,email,Email 2025-04,46.56,9911,332
2025-04-30,affiliate,Affiliate 2025-04,63.8,7837,70
2025-05-01,paid_search,Paid Search 2025-05,194.78,46048,481
2025-05-01,paid_social,Paid Social 2025-05,148.25,23820,627
2025-05-01,email,Email 2025-05,23.08,2872,112
2025-05-01,affiliate,Affiliate 2025-05,76.96,10029,120
2025-05-02,paid_search,Paid Search 2025-05,221.7,30592,277
2025-05-02,paid_social,Paid Social 2025-05,177.36,39592,1526
2025-05-02,email,Email 2025-05,37.89,3888,76
2025-05-02,affiliate,Affiliate 2025-05,94.16,17861,243
2025-05-03,paid_search,Paid Search 2025-05,252.02,52836,1637
2025-05-03,paid_social,Paid Social 2025-05,155.83,29169,1145
2025-05-03,email,Email 2025-05,46.52,6860,67
2025-05-03,affiliate,Affiliate 2025-05,78.77,20759,618
2025-05-04,paid_search,Paid Search 2025-05,248.52,51485,769
2025-05-04,paid_social,Paid Social 2025-05,123.98,34378,1544
2025-05-04,email,Email 2025-05,50.31,9612,243
2025-05-04,affiliate,Affiliate 2025-05,126.55,27127,847
2025-05-05,paid_search,Paid Search 2025-05,287.16,37350,1548
2025-05-05,paid_social,Paid Social 2025-05,181.61,49995,1478
2025-05-05,email,Email 2025-05,39.28,4741,164
2025-05-05,affiliate,Affiliate 2025-05,100.81,10444,237
2025-05-06,paid_search,Paid Search 2025-05,147.19,14328,590
2025-05-06,paid_social,Paid Social 2025-05,187.83,19072,438
2025-05-06,email,Email 2025-05,35.82,7166,197
2025-05-06,affiliate,Affiliate 2025-05,83.8,15155,233
2025-05-07,paid_search,Paid Search 2025-05,147.85,27062,565
2025-05-07,paid_social,Paid Social 2025-05,170.82,23502,721
2025-05-07,email,Email 2025-05,28.64,4059,160
2025-05-07,affiliate,Affiliate 2025-05,78.29,7288,282
2025-05-08,paid_search,Paid Search 2025-05,153.8,38410,938
2025-05-08,paid_social,Paid Social 2025-05,158.13,34107,356
2025-05-08,email,Email 2025-05,43.99,8519,163
2025-05-08,affiliate,Affiliate 2025-05,85.58,12328,194
2025-05-09,paid_search,Paid Search 2025-05,198.04,32794,441
2025-05-09,paid_social,Paid Social 2025-05,163.05,43596,953
2025-05-09,email,Email 2025-05,32.92,6512,133
2025-05-09,affiliate,Affiliate 2025-05,76.37,17588,446
2025-05-10,paid_search,Paid Search 2025-05,151.59,27247,893
2025-05-10,paid_social,Paid Social 2025-05,159.67,33458,1328
2025-05-10,email,Email 2025-05,47.75,10767,371
2025-05-10,affiliate,Affiliate 2025-05,49.58,11211,426
2025-05-11,paid_search,Paid Search 2025-05,240.49,33052,393
2025-05-11,paid_social,Paid Social 2025-05,175.92,46600,1513
2025-05-11,email,Email 2025-05,29.82,5538,179
2025-05-11,affiliate,Affiliate 2025-05,108.85,10119,238
2025-05-12,paid_search,Paid Search 2025-05,270.06,33011,771
2025-05-12,paid_social,Paid Social 2025-05,171.66,30567,875
2025-05-12,email,Email 2025-05,22.43,4604,127
2025-05-12,affiliate,Affiliate 2025-05,123.37,24409,294
2025-05-13,paid_search,Paid Search 2025-05,257.03,52941,752
2025-05-13,paid_social,Paid Social 2025-05,217.38,42034,1854
2025-05-13,email,Email 2025-05,36.23,4041,56
2025-05-13,affiliate,Affiliate 2025-05,50.5,5405,154
2025-05-14,paid_search,Paid Search 2025-05,265.26,58995,2242
2025-05-14,paid_social,Paid Social 2025-05,148.0,17102,356
2025-05-14,email,Email 2025-05,37.34,6639,280
2025-05-14,affiliate,Affiliate 2025-05,81.93,11313,122
2025-05-15,paid_search,Paid Search 2025-05,180.86,19125,389
2025-05-15,paid_social,Paid Social 2025-05,133.39,21619,900
2025-05-15,email,Email 2025-05,34.31,8069,141
2025-05-15,affiliate,Affiliate 2025-05,83.34,19782,444
2025-05-16,paid_search,Paid Search 2025-05,169.6,27795,1240
2025-05-16,paid_social,Paid Social 2025-05,144.73,33089,1238
2025-05-16,email,Email 2025-05,45.86,11480,108
2025-05-16,affiliate,Affiliate 2025-05,110.86,29174,290
2025-05-17,paid_search,Paid Search 2025-05,246.53,62504,877
2025-05-17,paid_social,Paid Social 2025-05,138.76,36340,409
2025-05-17,email,Email 2025-05,38.61,8673,149
2025-05-17,affiliate,Affiliate 2025-05,68.1,10149,265
2025-05-18,paid_search,Paid Search 2025-05,216.26,46518,2010
2025-05-18,paid_social,Paid Social 2025-05,83.09,22422,468
2025-05-18,email,Email 2025-05,34.36,9456,250
2025-05-18,affiliate,Affiliate 2025-05,66.34,17144,286
2025-05-19,paid_search,Paid Search 2025-05,275.21,74505,697
2025-05-19,paid_social,Paid Social 2025-05,146.22,21032,642
2025-05-19,email,Email 2025-05,37.0,9731,399
2025-05-19,affiliate,Affiliate 2025-05,70.59,11343,399
2025-05-20,paid_search,Paid Search 2025-05,223.59,45782,1109
2025-05-20,paid_social,Paid Social 2025-05,181.03,31730,1284
2025-05-20,email,Email 2025-05,22.04,5422,172
2025-05-20,affiliate,Affiliate 2025-05,88.46,22340,817
2025-05-21,paid_search,Paid Search 2025-05,236.48,55731,2069
2025-05-21,paid_social,Paid Social 2025-05,156.4,42975,468
2025-05-21,email,Email 2025-05,26.98,5561,122
2025-05-21,affiliate,Affiliate 2025-05,90.05,9680,306
2025-05-22,paid_search,Paid Search 2025-05,213.21,46669,1659
2025-05-22,paid_social,Paid Social 2025-05,163.9,38095,526
2025-05-22,email,Email 2025-05,35.43,8584,333
2025-05-22,affiliate,Affiliate 2025-05,51.45,8878,370
2025-05-23,paid_search,Paid Search 2025-05,203.98,22752,1023
2025-05-23,paid_social,Paid Social 2025-05,222.69,26667,873
2025-05-23,email,Email 2025-05,28.89,5464,216
2025-05-23,affiliate,Affiliate 2025-05,81.02,14718,280
2025-05-24,paid_search,Paid Search 2025-05,317.96,85967,1000
2025-05-24,paid_social,Paid Social 2025-05,107.98,9916,91
2025-05-24,email,Email 2025-05,29.87,8188,263
2025-05-24,affiliate,Affiliate 2025-05,98.49,10821,346
2025-05-25,paid_search,Paid Search 2025-05,249.61,27886,614
2025-05-25,paid_social,Paid Social 2025-05,166.42,23431,377
2025-05-25,email,Email 2025-05,23.6,4673,172
2025-05-25,affiliate,Affiliate 2025-05,120.99,31500,454
2025-05-26,paid_search,Paid Search 2025-05,153.37,13950,326
2025-05-26,paid_social,Paid Social 2025-05,193.48,41257,1483
2025-05-26,email,Email 2025-05,47.15,7409,94
2025-05-26,affiliate,Affiliate 2025-05,83.41,15297,678
2025-05-27,paid_search,Paid Search 2025-05,254.59,24014,752
2025-05-27,paid_social,Paid Social 2025-05,123.16,30985,1066
2025-05-27,email,Email 2025-05,43.07,9821,374
2025-05-27,affiliate,Affiliate 2025-05,93.99,25047,637
2025-05-28,paid_search,Paid Search 2025-05,240.57,41308,1524
2025-05-28,paid_social,Paid Social 2025-05,144.38,32985,1406
2025-05-28,email,Email 2025-05,23.48,3891,171
2025-05-28,affiliate,Affiliate 2025-05,42.08,8334,206
2025-05-29,paid_search,Paid Search 2025-05,197.45,54561,2453
2025-05-29,paid_social,Paid Social 2025-05,156.19,30967,562
2025-05-29,email,Email 2025-05,41.21,9561,301
2025-05-29,affiliate,Affiliate 2025-05,76.35,13365,578
2025-05-30,paid_search,Paid Search 2025-05,293.22,81872,3200
2025-05-30,paid_social,Paid Social 2025-05,157.7,32646,1069
2025-05-30,email,Email 2025-05,54.81,11057,340
2025-05-30,affiliate,Affiliate 2025-05,102.27,10278,340
2025-05-31,paid_search,Paid Search 2025-05,173.08,26241,558
2025-05-31,paid_social,Paid Social 2025-05,171.18,25831,976
2025-05-31,email,Email 2025-05,29.21,4420,178
2025-05-31,affiliate,Affiliate 2025-05,69.7,7252,171
2025-06-01,paid_search,Paid Search 2025-06,283.59,60311,1887
2025-06-01,paid_social,Paid Social 2025-06,252.59,46410,1097
2025-06-01,email,Email 2025-06,44.22,11062,93
2025-06-01,affiliate,Affiliate 2025-06,83.55,21450,299
2025-06-02,paid_search,Paid Search 2025-06,255.29,38253,702
2025-06-02,paid_social,Paid Social 2025-06,117.41,15246,430
2025-06-02,email,Email 2025-06,53.49,8300,69
2025-06-02,affiliate,Affiliate 2025-06,103.17,27095,311
2025-06-03,paid_search,Paid Search 2025-06,180.9,47697,1436
2025-06-03,paid_social,Paid Social 2025-06,180.12,46001,1684
2025-06-03,email,Email 2025-06,35.91,3565,97
2025-06-03,affiliate,Affiliate 2025-06,101.32,27853,606
2025-06-04,paid_search,Paid Search 2025-06,327.08,87367,2488
2025-06-04,paid_social,Paid Social 2025-06,205.91,53394,1032
2025-06-04,email,Email 2025-06,34.45,3437,133
2025-06-04,affiliate,Affiliate 2025-06,81.21,21957,461
2025-06-05,paid_search,Paid Search 2025-06,308.05,80506,2031
2025-06-05,paid_social,Paid Social 2025-06,133.22,37019,513
2025-06-05,email,Email 2025-06,58.84,11481,173
2025-06-05,affiliate,Affiliate 2025-06,67.58,17785,796
2025-06-06,paid_search,Paid Search 2025-06,284.73,68891,1874
2025-06-06,paid_social,Paid Social 2025-06,190.56,25357,865
2025-06-06,email,Email 2025-06,35.81,7701,96
2025-06-06,affiliate,Affiliate 2025-06,86.03,19060,559
2025-06-07,paid_search,Paid Search 2025-06,211.94,52840,1224
2025-06-07,paid_social,Paid Social 2025-06,169.79,28160,610
2025-06-07,email,Email 2025-06,57.01,13770,403
2025-06-07,affiliate,Affiliate 2025-06,106.44,24894,442
2025-06-08,paid_search,Paid Search 2025-06,262.31,51002,1779
2025-06-08,paid_social,Paid Social 2025-06,171.96,15731,680
2025-06-08,email,Email 2025-06,57.34,14328,599
2025-06-08,affiliate,Affiliate 2025-06,107.14,18085,205
2025-06-09,paid_search,Paid Search 2025-06,393.87,95192,1554
2025-06-09,paid_social,Paid Social 2025-06,183.95,32653,679
2025-06-09,email,Email 2025-06,53.6,6295,160
2025-06-09,affiliate,Affiliate 2025-06,138.24,20498,611
2025-06-10,paid_search,Paid Search 2025-06,315.41,57716,2030
2025-06-10,paid_social,Paid Social 2025-06,213.94,22629,190
2025-06-10,email,Email 2025-06,43.17,5978,108
2025-06-10,affiliate,Affiliate 2025-06,104.82,17624,276
2025-06-11,paid_search,Paid Search 2025-06,370.0,83334,1846
2025-06-11,paid_social,Paid Social 2025-06,224.26,45805,1958
2025-06-11,email,Email 2025-06,42.99,8315,341
2025-06-11,affiliate,Affiliate 2025-06,105.44,10051,131
2025-06-12,paid_search,Paid Search 2025-06,300.47,79621,1296
2025-06-12,paid_social,Paid Social 2025-06,149.91,36810,1170
2025-06-12,email,Email 2025-06,39.92,6847,187
2025-06-12,affiliate,Affiliate 2025-06,114.64,17077,396
2025-06-13,paid_search,Paid Search 2025-06,337.27,50772,1033
2025-06-13,paid_social,Paid Social 2025-06,129.2,32658,869
2025-06-13,email,Email 2025-06,57.88,16003,417
2025-06-13,affiliate,Affiliate 2025-06,98.5,9140,131
2025-06-14,paid_search,Paid Search 2025-06,243.25,23799,882
2025-06-14,paid_social,Paid Social 2025-06,233.34,34424,1494
2025-06-14,email,Email 2025-06,38.02,8650,378
2025-06-14,affiliate,Affiliate 2025-06,121.73,19713,227
2025-06-15,paid_search,Paid Search 2025-06,169.7,19661,207
2025-06-15,paid_social,Paid Social 2025-06,223.73,43461,1513
2025-06-15,email,Email 2025-06,39.98,8679,223
2025-06-15,affiliate,Affiliate 2025-06,90.35,11662,384
2025-06-16,paid_search,Paid Search 2025-06,407.24,58369,1689
2025-06-16,paid_social,Paid Social 2025-06,286.87,26371,1006
2025-06-16,email,Email 2025-06,44.47,12269,458
2025-06-16,affiliate,Affiliate 2025-06,64.15,6547,290
2025-06-17,paid_search,Paid Search 2025-06,217.77,56786,784
2025-06-17,paid_social,Paid Social 2025-06,208.99,35316,1448
2025-06-17,email,Email 2025-06,46.76,6124,168
2025-06-17,affiliate,Affiliate 2025-06,127.24,16053,463
2025-06-18,paid_search,Paid Search 2025-06,250.46,62903,1731
2025-06-18,paid_social,Paid Social 2025-06,212.64,37320,566
2025-06-18,email,Email 2025-06,50.02,9022,137
2025-06-18,affiliate,Affiliate 2025-06,65.32,6807,303
2025-06-19,paid_search,Paid Search 2025-06,376.07,102167,3279
2025-06-19,paid_social,Paid Social 2025-06,119.96,30359,657
2025-06-19,email,Email 2025-06,58.34,11514,145
2025-06-19,affiliate,Affiliate 2025-06,115.93,14135,623
2025-06-20,paid_search,Paid Search 2025-06,252.06,70206,1065
2025-06-20,paid_social,Paid Social 2025-06,204.48,53002,1443
2025-06-20,email,Email 2025-06,28.23,3065,88
2025-06-20,affiliate,Affiliate 2025-06,94.04,21917,397
2025-06-21,paid_search,Paid Search 2025-06,305.24,45006,995
2025-06-21,paid_social,Paid Social 2025-06,161.65,33016,898
2025-06-21,email,Email 2025-06,48.12,12753,106
2025-06-21,affiliate,Affiliate 2025-06,121.4,15353,336
2025-06-22,paid_search,Paid Search 2025-06,330.36,29833,756
2025-06-22,paid_social,Paid Social 2025-06,205.13,39406,1277
2025-06-22,email,Email 2025-06,39.86,5485,185
2025-06-22,affiliate,Affiliate 2025-06,106.99,22254,186
2025-06-23,paid_search,Paid Search 2025-06,310.37,76428,1635
2025-06-23,paid_social,Paid Social 2025-06,225.27,59966,828
2025-06-23,email,Email 2025-06,43.91,11491,514
2025-06-23,affiliate,Affiliate 2025-06,95.62,22385,729
2025-06-24,paid_search,Paid Search 2025-06,325.65,53677,699
2025-06-24,paid_social,Paid Social 2025-06,120.84,23574,622
2025-06-24,email,Email 2025-06,42.39,10297,131
2025-06-24,affiliate,Affiliate 2025-06,99.09,12289,318
2025-06-25,paid_search,Paid Search 2025-06,307.59,84910,1555
2025-06-25,paid_social,Paid Social 2025-06,196.93,23325,349
2025-06-25,email,Email 2025-06,38.51,5660,168
2025-06-25,affiliate,Affiliate 2025-06,83.53,15275,530
2025-06-26,paid_search,Paid Search 2025-06,291.54,53215,571
2025-06-26,paid_social,Paid Social 2025-06,274.03,70517,2107
2025-06-26,email,Email 2025-06,38.74,7071,190
2025-06-26,affiliate,Affiliate 2025-06,101.23,24967,755
2025-06-27,paid_search,Paid Search 2025-06,291.34,65802,1027
2025-06-27,paid_social,Paid Social 2025-06,80.38,19571,833
2025-06-27,email,Email 2025-06,44.54,10292,299
2025-06-27,affiliate,Affiliate 2025-06,86.0,14899,582
2025-06-28,paid_search,Paid Search 2025-06,388.54,44890,1399
2025-06-28,paid_social,Paid Social 2025-06,176.88,39726,863
2025-06-28,email,Email 2025-06,45.06,4168,149
2025-06-28,affiliate,Affiliate 2025-06,94.27,18989,359
2025-06-29,paid_search,Paid Search 2025-06,422.96,59876,2590
2025-06-29,paid_social,Paid Social 2025-06,203.35,34201,1499
2025-06-29,email,Email 2025-06,48.2,5061,76
2025-06-29,affiliate,Affiliate 2025-06,68.27,12308,380
2025-06-30,paid_search,Paid Search 2025-06,270.45,62067,1554
2025-06-30,paid_social,Paid Social 2025-06,229.98,26358,447
2025-06-30,email,Email 2025-06,59.0,7607,266
2025-06-30,affiliate,Affiliate 2025-06,89.56,23169,543
2025-07-01,paid_search,Paid Search 2025-07,423.56,44845,451
2025-07-01,paid_social,Paid Social 2025-07,111.03,26858,653
2025-07-01,email,Email 2025-07,38.19,9437,251
2025-07-01,affiliate,Affiliate 2025-07,105.11,10713,312
2025-07-02,paid_search,Paid Search 2025-07,292.89,78799,3239
2025-07-02,paid_social,Paid Social 2025-07,231.5,46322,603
2025-07-02,email,Email 2025-07,53.4,12333,327
2025-07-02,affiliate,Affiliate 2025-07,116.79,31467,837
2025-07-03,paid_search,Paid Search 2025-07,301.7,54345,460
2025-07-03,paid_social,Paid Social 2025-07,157.31,33550,1372
2025-07-03,email,Email 2025-07,46.14,6443,54
2025-07-03,affiliate,Affiliate 2025-07,118.51,14685,339
2025-07-04,paid_search,Paid Search 2025-07,187.12,42980,513
2025-07-04,paid_social,Paid Social 2025-07,191.87,27478,933
2025-07-04,email,Email 2025-07,37.79,3534,131
2025-07-04,affiliate,Affiliate 2025-07,121.55,33924,865
2025-07-05,paid_search,Paid Search 2025-07,290.81,57137,2174
2025-07-05,paid_social,Paid Social 2025-07,159.04,35998,906
2025-07-05,email,Email 2025-07,46.91,11816,419
2025-07-05,affiliate,Affiliate 2025-07,115.72,20174,529
2025-07-06,paid_search,Paid Search 2025-07,247.36,58343,2248
2025-07-06,paid_social,Paid Social 2025-07,233.8,29134,1270
2025-07-06,email,Email 2025-07,35.62,7891,260
2025-07-06,affiliate,Affiliate 2025-07,74.09,9625,185
2025-07-07,paid_search,Paid Search 2025-07,345.45,82156,1041
2025-07-07,paid_social,Paid Social 2025-07,158.87,31640,1348
2025-07-07,email,Email 2025-07,50.55,10160,201
2025-07-07,affiliate,Affiliate 2025-07,94.78,16717,704
2025-07-08,paid_search,Paid Search 2025-07,303.1,49608,1026
2025-07-08,paid_social,Paid Social 2025-07,247.29,40728,1153
2025-07-08,email,Email 2025-07,37.9,9109,341
2025-07-08,affiliate,Affiliate 2025-07,76.34,18127,768
2025-07-09,paid_search,Paid Search 2025-07,332.23,76765,2629
2025-07-09,paid_social,Paid Social 2025-07,131.67,28807,324
2025-07-09,email,Email 2025-07,28.74,6153,252
2025-07-09,affiliate,Affiliate 2025-07,83.14,12844,560
2025-07-10,paid_search,Paid Search 2025-07,266.65,36729,1006
2025-07-10,paid_social,Paid Social 2025-07,248.12,65244,2524
2025-07-10,email,Email 2025-07,49.05,8377,139
2025-07-10,affiliate,Affiliate 2025-07,103.36,13521,258
2025-07-11,paid_search,Paid Search 2025-07,293.97,72789,3145
2025-07-11,paid_social,Paid Social 2025-07,124.04,16890,676
2025-07-11,email,Email 2025-07,32.31,8505,249
2025-07-11,affiliate,Affiliate 2025-07,66.53,13748,375
2025-07-12,paid_search,Paid Search 2025-07,316.86,58478,1619
2025-07-12,paid_social,Paid Social 2025-07,145.69,29516,315
2025-07-12,email,Email 2025-07,42.83,7989,300
2025-07-12,affiliate,Affiliate 2025-07,84.21,12978,506
2025-07-13,paid_search,Paid Search 2025-07,256.05,49670,1900
2025-07-13,paid_social,Paid Social 2025-07,195.51,47101,807
2025-07-13,email,Email 2025-07,35.94,9439,165
2025-07-13,affiliate,Affiliate 2025-07,132.79,28446,443
2025-07-14,paid_search,Paid Search 2025-07,307.18,74329,3044
2025-07-14,paid_social,Paid Social 2025-07,255.07,33019,781
2025-07-14,email,Email 2025-07,46.17,11687,311
2025-07-14,affiliate,Affiliate 2025-07,129.14,23119,271
2025-07-15,paid_search,Paid Search 2025-07,325.86,59585,1262
2025-07-15,paid_social,Paid Social 2025-07,213.69,57856,2478
2025-07-15,email,Email 2025-07,44.23,7935,70
2025-07-15,affiliate,Affiliate 2025-07,122.19,23508,253
2025-07-16,paid_search,Paid Search 2025-07,181.67,23655,226
2025-07-16,paid_social,Paid Social 2025-07,206.2,47664,2068
2025-07-16,email,Email 2025-07,43.19,8429,290
2025-07-16,affiliate,Affiliate 2025-07,44.5,5487,192
2025-07-17,paid_search,Paid Search 2025-07,192.96,48185,738
2025-07-17,paid_social,Paid Social 2025-07,172.69,34112,1029
2025-07-17,email,Email 2025-07,43.15,11231,293
2025-07-17,affiliate,Affiliate 2025-07,121.25,33138,494
2025-07-18,paid_search,Paid Search 2025-07,247.51,45137,982
2025-07-18,paid_social,Paid Social 2025-07,172.65,37701,502
2025-07-18,email,Email 2025-07,51.29,8993,345
2025-07-18,affiliate,Affiliate 2025-07,129.36,12831,366
2025-07-19,paid_search,Paid Search 2025-07,272.31,24657,1099
2025-07-19,paid_social,Paid Social 2025-07,221.96,45428,1836
2025-07-19,email,Email 2025-07,34.56,8011,135
2025-07-19,affiliate,Affiliate 2025-07,110.64,23099,975
2025-07-20,paid_search,Paid Search 2025-07,342.07,78783,2989
2025-07-20,paid_social,Paid Social 2025-07,259.87,70660,694
2025-07-20,email,Email 2025-07,47.96,11555,290
2025-07-20,affiliate,Affiliate 2025-07,131.42,12207,476
2025-07-21,paid_search,Paid Search 2025-07,359.27,55763,1000
2025-07-21,paid_social,Paid Social 2025-07,222.04,56637,1900
2025-07-21,email,Email 2025-07,50.93,6522,79
2025-07-21,affiliate,Affiliate 2025-07,94.27,25801,929
2025-07-22,paid_search,Paid Search 2025-07,338.29,65394,1564
2025-07-22,paid_social,Paid Social 2025-07,208.37,48636,2007
2025-07-22,email,Email 2025-07,47.21,4433,103
2025-07-22,affiliate,Affiliate 2025-07,101.17,16939,575
2025-07-23,paid_search,Paid Search 2025-07,135.32,18458,736
2025-07-23,paid_social,Paid Social 2025-07,230.55,48159,1499
2025-07-23,email,Email 2025-07,56.47,5894,155
2025-07-23,affiliate,Affiliate 2025-07,109.36,28735,724
2025-07-24,paid_search,Paid Search 2025-07,364.2,90975,888
2025-07-24,paid_social,Paid Social 2025-07,284.69,74233,1887
2025-07-24,email,Email 2025-07,41.39,10997,120
2025-07-24,affiliate,Affiliate 2025-07,106.11,16638,514
2025-07-25,paid_search,Paid Search 2025-07,308.61,36707,457
2025-07-25,paid_social,Paid Social 2025-07,223.16,54811,1793
2025-07-25,email,Email 2025-07,47.31,8586,118
2025-07-25,affiliate,Affiliate 2025-07,110.48,16047,254
2025-07-26,paid_search,Paid Search 2025-07,181.88,21811,322
2025-07-26,paid_social,Paid Social 2025-07,198.86,53247,2232
2025-07-26,email,Email 2025-07,34.46,7942,256
2025-07-26,affiliate,Affiliate 2025-07,97.49,13576,169
2025-07-27,paid_search,Paid Search 2025-07,276.17,55193,2017
2025-07-27,paid_social,Paid Social 2025-07,156.53,32203,1365
2025-07-27,email,Email 2025-07,36.17,4053,102
2025-07-27,affiliate,Affiliate 2025-07,96.71,20317,276
2025-07-28,paid_search,Paid Search 2025-07,322.09,71937,1041
2025-07-28,paid_social,Paid Social 2025-07,249.37,31134,470
2025-07-28,email,Email 2025-07,42.31,4793,69
2025-07-28,affiliate,Affiliate 2025-07,141.33,34020,499
2025-07-29,paid_search,Paid Search 2025-07,283.42,73581,696
2025-07-29,paid_social,Paid Social 2025-07,207.66,33935,503
2025-07-29,email,Email 2025-07,36.65,8654,310
2025-07-29,affiliate,Affiliate 2025-07,82.09,10454,439
2025-07-30,paid_search,Paid Search 2025-07,284.22,33175,383
2025-07-30,paid_social,Paid Social 2025-07,158.26,43966,785
2025-07-30,email,Email 2025-07,36.34,5151,202
2025-07-30,affiliate,Affiliate 2025-07,120.21,21924,383
2025-07-31,paid_search,Paid Search 2025-07,149.02,31096,963
2025-07-31,paid_social,Paid Social 2025-07,239.86,56283,1327
2025-07-31,email,Email 2025-07,33.24,3676,62
2025-07-31,affiliate,Affiliate 2025-07,83.68,14968,124
2025-08-01,paid_search,Paid Search 2025-08,226.93,61149,2220
2025-08-01,paid_social,Paid Social 2025-08,236.88,39182,1730
2025-08-01,email,Email 2025-08,45.02,11824,458
2025-08-01,affiliate,Affiliate 2025-08,99.91,27118,972
2025-08-02,paid_search,Paid Search 2025-08,349.35,42271,1823
2025-08-02,paid_social,Paid Social 2025-08,190.91,48125,412
2025-08-02,email,Email 2025-08,37.91,6014,186
2025-08-02,affiliate,Affiliate 2025-08,72.48,11230,219
2025-08-03,paid_search,Paid Search 2025-08,215.84,48389,1670
2025-08-03,paid_social,Paid Social 2025-08,225.02,38978,605
2025-08-03,email,Email 2025-08,30.72,4437,158
2025-08-03,affiliate,Affiliate 2025-08,75.81,12434,374
2025-08-04,paid_search,Paid Search 2025-08,193.89,48877,1816
2025-08-04,paid_social,Paid Social 2025-08,209.5,28649,934
2025-08-04,email,Email 2025-08,35.56,8005,254
2025-08-04,affiliate,Affiliate 2025-08,46.93,12856,552
2025-08-05,paid_search,Paid Search 2025-08,243.56,51598,2313
2025-08-05,paid_social,Paid Social 2025-08,114.42,24498,463
2025-08-05,email,Email 2025-08,32.27,6108,160
2025-08-05,affiliate,Affiliate 2025-08,47.25,9103,380
2025-08-06,paid_search,Paid Search 2025-08,195.57,18316,232
2025-08-06,paid_social,Paid Social 2025-08,152.54,30207,342
2025-08-06,email,Email 2025-08,45.07,6299,129
2025-08-06,affiliate,Affiliate 2025-08,64.65,18093,346
2025-08-07,paid_search,Paid Search 2025-08,202.6,52622,855
2025-08-07,paid_social,Paid Social 2025-08,97.24,13484,403
2025-08-07,email,Email 2025-08,40.61,7733,88
2025-08-07,affiliate,Affiliate 2025-08,92.92,20885,733
2025-08-08,paid_search,Paid Search 2025-08,251.06,30528,281
2025-08-08,paid_social,Paid Social 2025-08,196.05,21762,798
2025-08-08,email,Email 2025-08,34.89,7095,235
2025-08-08,affiliate,Affiliate 2025-08,91.57,18665,155
2025-08-09,paid_search,Paid Search 2025-08,132.4,33090,837
2025-08-09,paid_social,Paid Social 2025-08,149.81,34816,720
2025-08-09,email,Email 2025-08,46.85,8108,163
2025-08-09,affiliate,Affiliate 2025-08,66.3,14516,410
2025-08-10,paid_search,Paid Search 2025-08,256.45,53592,1238
2025-08-10,paid_social,Paid Social 2025-08,145.53,28450,455
2025-08-10,email,Email 2025-08,37.04,4220,171
2025-08-10,affiliate,Affiliate 2025-08,68.25,7265,110
2025-08-11,paid_search,Paid Search 2025-08,255.15,44970,1713
2025-08-11,paid_social,Paid Social 2025-08,140.01,22528,512
2025-08-11,email,Email 2025-08,49.3,7924,101
2025-08-11,affiliate,Affiliate 2025-08,99.73,13136,433
2025-08-12,paid_search,Paid Search 2025-08,301.97,74737,2066
2025-08-12,paid_social,Paid Social 2025-08,183.42,50470,1153
2025-08-12,email,Email 2025-08,36.96,9980,439
2025-08-12,affiliate,Affiliate 2025-08,78.94,17600,276
2025-08-13,paid_search,Paid Search 2025-08,205.25,55055,2162
2025-08-13,paid_social,Paid Social 2025-08,244.8,28218,371
2025-08-13,email,Email 2025-08,29.96,7532,199
2025-08-13,affiliate,Affiliate 2025-08,77.88,15110,308
2025-08-14,paid_search,Paid Search 2025-08,170.88,24631,759
2025-08-14,paid_social,Paid Social 2025-08,178.33,33588,854
2025-08-14,email,Email 2025-08,30.18,8103,154
2025-08-14,affiliate,Affiliate 2025-08,84.74,20570,740
2025-08-15,paid_search,Paid Search 2025-08,182.48,46883,1752
2025-08-15,paid_social,Paid Social 2025-08,113.3,31558,1123
2025-08-15,email,Email 2025-08,27.0,4416,48
