payment_id,order_id,payment_method,payment_status,amount,paid_at
PAY00001086,ORD0001086,klarna,paid,200.78,2026-06-27 08:05:56
PAY00001087,ORD0001087,bank_transfer,paid,850.68,2025-11-10 16:02:05
PAY00001088,ORD0001088,paypal,paid,276.14,2026-05-06 18:19:28
PAY00001089,ORD0001089,paypal,paid,305.46,2026-06-02 21:03:46
PAY00001090,ORD0001090,card,paid,297.59,2025-04-27 09:19:49
PAY00001091,ORD0001091,klarna,paid,532.63,2026-02-02 22:27:39
PAY00001092,ORD0001092,klarna,paid,57.31,2026-03-21 14:14:34
PAY00001093,ORD0001093,paypal,paid,272.57,2026-05-22 17:30:02
PAY00001094,ORD0001094,paypal,paid,75.91,2026-06-13 08:29:51
PAY00001095,ORD0001095,klarna,paid,20.96,2025-08-09 16:01:25
PAY00001096,ORD0001096,card,paid,270.78,2025-08-15 20:33:00
PAY00001097,ORD0001097,card,paid,279.21,2025-04-07 22:35:21
PAY00001098,ORD0001098,card,failed,0.0,2025-11-18 18:08:04
PAY00001099,ORD0001099,bank_transfer,paid,327.07,2025-09-09 14:11:25
PAY00001100,ORD0001100,card,failed,0.0,2025-12-02 20:23:57
PAY00001101,ORD0001101,card,paid,140.27,2026-01-10 16:56:55
PAY00001102,ORD0001102,klarna,paid,770.27,2025-11-14 13:11:40
PAY00001103,ORD0001103,card,paid,129.93,2025-11-06 17:02:52
PAY00001104,ORD0001104,card,paid,1021.99,2025-08-19 09:26:31
PAY00001105,ORD0001105,klarna,paid,887.84,2026-02-11 09:35:33
PAY00001106,ORD0001106,card,failed,0.0,2025-12-01 13:28:19
PAY00001107,ORD0001107,paypal,refunded,762.44,2025-12-13 13:06:56
PAY00001108,ORD0001108,paypal,paid,695.74,2025-05-28 16:51:36
PAY00001109,ORD0001109,card,paid,530.2,2025-07-27 08:39:23
PAY00001110,ORD0001110,card,paid,96.58,2025-07-02 13:39:10
PAY00001111,ORD0001111,card,paid,890.46,2026-06-16 21:41:42
PAY00001112,ORD0001112,card,paid,154.73,2025-08-07 09:44:36
PAY00001113,ORD0001113,card,paid,486.99,2025-12-26 22:30:00
PAY00001114,ORD0001114,card,paid,171.81,2025-10-04 12:19:47
PAY00001115,ORD0001115,card,paid,630.08,2025-12-25 17:12:18
PAY00001116,ORD0001116,card,paid,143.0,2026-01-20 12:55:56
PAY00001117,ORD0001117,card,paid,719.74,2025-09-11 20:46:16
PAY00001118,ORD0001118,paypal,refunded,481.02,2025-06-19 10:07:00
PAY00001119,ORD0001119,card,paid,342.34,2025-12-22 16:54:34
PAY00001120,ORD0001120,card,paid,228.93,2025-07-27 20:43:24
PAY00001121,ORD0001121,card,refunded,450.84,2025-11-12 15:52:35
PAY00001122,ORD0001122,paypal,paid,611.46,2025-05-19 11:17:49
PAY00001123,ORD0001123,paypal,paid,1137.03,2025-07-07 20:39:32
PAY00001124,ORD0001124,klarna,paid,366.94,2026-06-03 21:07:56
PAY00001125,ORD0001125,card,paid,992.5,2025-10-03 22:57:19
PAY00001126,ORD0001126,bank_transfer,paid,533.83,2026-04-28 12:53:53
PAY00001127,ORD0001127,klarna,paid,429.08,2025-02-13 09:51:04
PAY00001128,ORD0001128,card,paid,631.78,2025-11-23 18:07:49
PAY00001129,ORD0001129,card,paid,341.69,2026-06-11 15:36:19
PAY00001130,ORD0001130,paypal,paid,286.42,2026-04-18 19:38:38
PAY00001131,ORD0001131,paypal,failed,0.0,2025-11-12 00:52:55
PAY00001132,ORD0001132,card,paid,15.06,2026-02-02 12:26:41
PAY00001133,ORD0001133,card,paid,562.89,2025-03-01 21:04:19
PAY00001134,ORD0001134,paypal,paid,956.44,2025-12-31 13:22:55
PAY00001135,ORD0001135,klarna,refunded,238.46,2025-03-26 13:05:38
PAY00001136,ORD0001136,card,failed,0.0,2026-01-24 21:56:43
PAY00001137,ORD0001137,card,paid,919.6,2025-12-18 13:31:10
PAY00001138,ORD0001138,card,paid,81.66,2026-05-25 10:14:39
PAY00001139,ORD0001139,paypal,paid,322.07,2026-05-17 20:25:44
PAY00001140,ORD0001140,paypal,paid,97.51,2026-05-10 12:18:22
PAY00001141,ORD0001141,paypal,paid,393.8,2025-11-28 21:16:51
PAY00001142,ORD0001142,card,refunded,321.89,2026-05-25 12:03:03
PAY00001143,ORD0001143,card,failed,0.0,2025-10-01 22:45:12
PAY00001144,ORD0001144,paypal,paid,121.67,2026-06-19 23:58:39
PAY00001145,ORD0001145,paypal,paid,50.73,2026-04-13 10:37:12
PAY00001146,ORD0001146,klarna,paid,294.83,2026-05-20 00:29:25
PAY00001147,ORD0001147,klarna,failed,0.0,2025-12-04 23:28:09
PAY00001148,ORD0001148,card,paid,752.8,2025-12-29 19:24:45
PAY00001149,ORD0001149,klarna,paid,166.96,2026-05-23 11:24:54
PAY00001150,ORD0001150,card,paid,392.8,2025-12-10 13:38:48
PAY00001151,ORD0001151,card,paid,206.6,2025-05-28 14:25:42
PAY00001152,ORD0001152,card,paid,49.15,2025-10-19 09:06:44
PAY00001153,ORD0001153,paypal,paid,659.13,2025-06-10 16:32:28
PAY00001154,ORD0001154,card,paid,69.97,2025-05-05 08:06:53
PAY00001155,ORD0001155,paypal,paid,223.25,2026-02-21 10:44:44
PAY00001156,ORD0001156,card,paid,438.59,2025-02-20 18:59:00
PAY00001157,ORD0001157,paypal,paid,527.09,2026-04-10 17:17:42
PAY00001158,ORD0001158,card,paid,275.84,2025-08-24 17:15:48
PAY00001159,ORD0001159,klarna,failed,0.0,2025-05-26 17:30:23
PAY00001160,ORD0001160,paypal,failed,0.0,2025-06-23 11:18:03
PAY00001161,ORD0001161,card,paid,298.41,2026-03-07 09:22:10
PAY00001162,ORD0001162,card,paid,68.03,2025-04-08 20:14:06
PAY00001163,ORD0001163,klarna,paid,235.3,2025-04-28 08:49:29
PAY00001164,ORD0001164,card,refunded,414.82,2025-08-15 13:32:40
PAY00001165,ORD0001165,card,refunded,158.12,2026-03-12 01:06:24
PAY00001166,ORD0001166,card,paid,130.82,2025-09-20 21:16:47
PAY00001167,ORD0001167,card,paid,128.22,2026-04-15 22:19:15
PAY00001168,ORD0001168,bank_transfer,paid,381.91,2025-11-14 11:05:03
PAY00001169,ORD0001169,paypal,paid,1243.09,2025-06-21 23:29:38
PAY00001170,ORD0001170,card,refunded,212.0,2025-11-21 19:10:18
PAY00001171,ORD0001171,paypal,paid,197.59,2025-10-04 14:37:56
PAY00001172,ORD0001172,klarna,paid,445.88,2025-12-10 08:32:44
PAY00001173,ORD0001173,klarna,paid,556.63,2025-10-22 00:47:40
PAY00001174,ORD0001174,card,paid,123.36,2025-11-24 09:42:28
PAY00001175,ORD0001175,paypal,paid,214.52,2025-11-17 11:15:15
PAY00001176,ORD0001176,bank_transfer,paid,400.67,2026-06-05 10:41:46
PAY00001177,ORD0001177,card,paid,231.8,2026-01-04 12:21:15
PAY00001178,ORD0001178,card,paid,434.32,2026-03-29 23:07:46
PAY00001179,ORD0001179,card,paid,1785.22,2025-06-14 16:08:43
PAY00001180,ORD0001180,card,refunded,206.35,2026-05-04 13:38:30
PAY00001181,ORD0001181,card,paid,243.99,2025-06-10 07:28:27
PAY00001182,ORD0001182,paypal,paid,331.37,2026-02-09 13:07:38
PAY00001183,ORD0001183,card,paid,12.07,2025-12-30 19:10:36
PAY00001184,ORD0001184,paypal,paid,822.58,2025-08-09 13:48:48
PAY00001185,ORD0001185,card,paid,63.04,2025-02-18 00:03:59
PAY00001186,ORD0001186,paypal,paid,123.36,2025-06-01 14:08:18
PAY00001187,ORD0001187,paypal,paid,177.74,2025-02-01 01:07:48
PAY00001188,ORD0001188,card,paid,751.19,2025-11-03 20:04:51
PAY00001189,ORD0001189,paypal,paid,438.65,2026-06-23 00:06:36
PAY00001190,ORD0001190,card,paid,632.33,2025-02-18 17:52:55
PAY00001191,ORD0001191,card,failed,0.0,2026-03-06 09:59:55
PAY00001192,ORD0001192,paypal,paid,601.27,2025-06-10 14:37:12
PAY00001193,ORD0001193,card,paid,1005.37,2025-11-10 00:28:41
PAY00001194,ORD0001194,klarna,paid,260.89,2026-06-19 10:12:43
PAY00001195,ORD0001195,klarna,paid,141.65,2026-01-22 16:02:51
PAY00001196,ORD0001196,card,paid,338.59,2025-08-30 23:01:21
PAY00001197,ORD0001197,paypal,paid,472.45,2025-06-03 08:18:03
PAY00001198,ORD0001198,card,paid,1206.46,2025-11-25 15:34:06
PAY00001199,ORD0001199,card,paid,850.76,2025-12-14 17:24:20
PAY00001200,ORD0001200,paypal,paid,248.27,2025-12-10 14:14:38
PAY00001201,ORD0001201,bank_transfer,paid,187.65,2025-11-20 22:51:53
PAY00001202,ORD0001202,klarna,paid,495.47,2025-11-14 21:28:44
PAY00001203,ORD0001203,card,paid,442.62,2025-12-13 09:10:45
PAY00001204,ORD0001204,card,paid,216.59,2026-05-09 12:33:14
PAY00001205,ORD0001205,card,refunded,348.73,2025-12-04 13:09:00
PAY00001206,ORD0001206,card,paid,341.74,2025-05-26 13:55:27
PAY00001207,ORD0001207,paypal,paid,680.17,2025-04-13 08:26:25
PAY00001208,ORD0001208,klarna,paid,993.83,2025-11-12 13:35:24
PAY00001209,ORD0001209,card,refunded,302.18,2025-05-17 00:34:32
PAY00001210,ORD0001210,paypal,paid,34.49,2026-03-02 18:28:17
PAY00001211,ORD0001211,card,paid,386.53,2025-12-21 22:22:20
PAY00001212,ORD0001212,card,refunded,167.7,2025-12-02 17:05:32
PAY00001213,ORD0001213,card,paid,985.12,2025-11-11 01:13:05
PAY00001214,ORD0001214,card,paid,566.59,2025-12-08 12:13:51
PAY00001215,ORD0001215,card,failed,0.0,2025-12-06 22:02:38
PAY00001216,ORD0001216,paypal,paid,121.74,2025-12-02 22:14:39
PAY00001217,ORD0001217,klarna,paid,204.46,2025-11-11 12:28:21
PAY00001218,ORD0001218,card,paid,360.67,2025-04-10 16:23:52
PAY00001219,ORD0001219,card,paid,550.29,2025-11-10 19:34:03
PAY00001220,ORD0001220,card,paid,753.36,2026-03-17 22:49:28
PAY00001221,ORD0001221,card,paid,279.36,2026-03-24 22:11:52
PAY00001222,ORD0001222,paypal,failed,0.0,2025-12-08 19:38:45
PAY00001223,ORD0001223,card,paid,494.57,2025-09-04 15:28:14
PAY00001224,ORD0001224,bank_transfer,paid,169.04,2026-05-26 00:53:16
PAY00001225,ORD0001225,klarna,paid,232.8,2025-11-21 20:29:28
PAY00001226,ORD0001226,card,paid,1837.72,2025-03-23 11:53:50
PAY00001227,ORD0001227,card,paid,275.14,2025-12-14 16:38:59
PAY00001228,ORD0001228,card,paid,2415.79,2026-02-02 10:59:57
PAY00001229,ORD0001229,card,paid,585.7,2026-04-14 11:14:43
PAY00001230,ORD0001230,bank_transfer,paid,297.84,2026-06-18 22:40:39
PAY00001231,ORD0001231,bank_transfer,paid,173.81,2025-10-11 12:35:15
PAY00001232,ORD0001232,bank_transfer,paid,906.66,2026-05-08 12:45:24
PAY00001233,ORD0001233,paypal,paid,442.38,2025-09-18 00:17:28
PAY00001234,ORD0001234,card,refunded,346.49,2026-05-28 13:42:51
PAY00001235,ORD0001235,card,refunded,20.53,2025-12-15 00:31:15
PAY00001236,ORD0001236,paypal,paid,897.83,2025-11-19 13:59:05
PAY00001237,ORD0001237,paypal,paid,118.52,2025-11-13 19:18:03
PAY00001238,ORD0001238,paypal,paid,234.9,2025-07-20 20:58:40
PAY00001239,ORD0001239,paypal,paid,56.2,2025-05-05 23:07:35
PAY00001240,ORD0001240,paypal,paid,63.93,2026-03-01 11:02:11
PAY00001241,ORD0001241,card,paid,286.89,2026-02-24 12:35:47
PAY00001242,ORD0001242,paypal,paid,484.99,2025-08-28 10:02:55
PAY00001243,ORD0001243,card,paid,967.28,2025-02-15 14:18:11
PAY00001244,ORD0001244,card,paid,162.17,2026-06-19 16:03:38
PAY00001245,ORD0001245,card,paid,226.4,2026-04-11 09:55:16
PAY00001246,ORD0001246,klarna,paid,143.26,2026-04-18 18:24:39
PAY00001247,ORD0001247,klarna,paid,335.55,2026-06-14 10:14:31
PAY00001248,ORD0001248,paypal,paid,234.82,2025-10-19 01:31:23
PAY00001249,ORD0001249,paypal,paid,450.04,2025-08-01 17:53:14
PAY00001250,ORD0001250,klarna,paid,725.55,2025-11-07 22:48:10
PAY00001251,ORD0001251,card,paid,936.26,2025-11-27 08:59:50
PAY00001252,ORD0001252,card,failed,0.0,2025-04-11 11:07:25
PAY00001253,ORD0001253,klarna,paid,1463.81,2025-09-29 09:18:17
PAY00001254,ORD0001254,card,paid,309.69,2025-08-16 12:59:41
PAY00001255,ORD0001255,klarna,paid,902.05,2025-11-09 16:49:13
PAY00001256,ORD0001256,card,paid,378.92,2025-11-07 11:28:22
PAY00001257,ORD0001257,paypal,paid,203.4,2025-11-15 16:20:13
PAY00001258,ORD0001258,card,paid,528.9,2025-08-07 17:14:46
PAY00001259,ORD0001259,card,paid,1448.81,2025-04-08 11:10:01
PAY00001260,ORD0001260,paypal,paid,37.21,2025-11-19 12:30:49
PAY00001261,ORD0001261,card,failed,0.0,2025-10-22 13:22:53
PAY00001262,ORD0001262,card,paid,1316.4,2025-12-02 13:57:08
PAY00001263,ORD0001263,card,refunded,167.46,2025-11-09 23:36:40
PAY00001264,ORD0001264,card,paid,183.53,2025-11-16 22:03:55
PAY00001265,ORD0001265,card,refunded,289.03,2026-06-18 11:11:36
PAY00001266,ORD0001266,card,paid,122.69,2025-04-01 08:45:38
PAY00001267,ORD0001267,bank_transfer,paid,449.01,2025-06-05 10:39:08
PAY00001268,ORD0001268,paypal,refunded,412.41,2026-01-12 19:16:37
PAY00001269,ORD0001269,bank_transfer,paid,48.66,2026-06-26 21:56:24
PAY00001270,ORD0001270,card,paid,154.36,2025-04-01 10:54:14
PAY00001271,ORD0001271,paypal,refunded,251.54,2025-12-03 07:49:40
PAY00001272,ORD0001272,card,paid,139.08,2025-06-01 10:36:55
PAY00001273,ORD0001273,card,paid,358.02,2025-12-14 15:58:38
PAY00001274,ORD0001274,bank_transfer,paid,742.25,2026-04-11 12:48:15
PAY00001275,ORD0001275,card,paid,669.48,2025-12-12 13:44:52
PAY00001276,ORD0001276,paypal,paid,932.68,2026-01-23 15:10:04
PAY00001277,ORD0001277,card,paid,861.51,2026-02-15 10:15:14
PAY00001278,ORD0001278,klarna,failed,0.0,2025-05-17 17:54:58
PAY00001279,ORD0001279,klarna,paid,757.84,2025-08-05 22:13:27
PAY00001280,ORD0001280,paypal,paid,774.47,2025-09-28 20:13:29
PAY00001281,ORD0001281,card,paid,255.21,2025-11-18 23:30:25
PAY00001282,ORD0001282,card,paid,27.13,2026-05-04 17:30:11
PAY00001283,ORD0001283,card,paid,843.48,2025-11-08 19:41:55
PAY00001284,ORD0001284,card,refunded,879.4,2025-11-11 22:28:15
PAY00001285,ORD0001285,card,paid,256.46,2025-12-09 10:41:53
PAY00001286,ORD0001286,bank_transfer,failed,0.0,2025-11-20 22:09:34
PAY00001287,ORD0001287,paypal,paid,61.13,2025-06-27 21:13:08
PAY00001288,ORD0001288,card,refunded,204.42,2026-04-01 14:47:02
PAY00001289,ORD0001289,klarna,paid,115.4,2025-11-21 11:35:01
PAY00001290,ORD0001290,card,paid,642.0,2025-08-07 19:56:38
PAY00001291,ORD0001291,card,paid,1173.97,2026-05-27 18:02:24
PAY00001292,ORD0001292,paypal,paid,475.61,2025-11-04 23:05:03
PAY00001293,ORD0001293,card,paid,22.4,2025-04-04 23:39:03
PAY00001294,ORD0001294,card,paid,213.79,2025-11-17 09:59:40
PAY00001295,ORD0001295,card,paid,300.83,2025-11-09 19:27:32
PAY00001296,ORD0001296,card,paid,673.52,2025-02-23 22:37:21
PAY00001297,ORD0001297,bank_transfer,paid,417.81,2025-05-04 17:28:31
PAY00001298,ORD0001298,card,paid,228.6,2025-06-27 12:23:49
PAY00001299,ORD0001299,paypal,paid,24.35,2025-11-01 19:29:51
PAY00001300,ORD0001300,paypal,refunded,386.29,2026-04-24 19:41:30
PAY00001301,ORD0001301,card,paid,106.91,2025-04-29 19:48:26
PAY00001302,ORD0001302,card,paid,98.71,2026-05-07 23:37:31
PAY00001303,ORD0001303,card,paid,1479.67,2025-11-28 10:10:09
PAY00001304,ORD0001304,card,paid,283.66,2026-02-07 15:19:39
PAY00001305,ORD0001305,card,paid,457.9,2025-12-30 23:31:49
PAY00001306,ORD0001306,card,failed,0.0,2026-04-13 12:34:08
PAY00001307,ORD0001307,card,paid,399.18,2025-11-29 18:17:55
PAY00001308,ORD0001308,card,paid,188.52,2026-03-08 19:22:54
PAY00001309,ORD0001309,card,paid,551.29,2026-06-24 10:53:55
PAY00001310,ORD0001310,klarna,paid,765.69,2026-04-20 11:48:57
PAY00001311,ORD0001311,klarna,paid,212.79,2025-08-10 18:17:17
PAY00001312,ORD0001312,card,paid,245.59,2025-12-08 16:13:19
PAY00001313,ORD0001313,card,refunded,948.11,2025-04-22 16:41:05
PAY00001314,ORD0001314,paypal,paid,146.62,2025-10-21 12:30:36
PAY00001315,ORD0001315,klarna,paid,297.84,2025-12-05 20:48:16
PAY00001316,ORD0001316,klarna,paid,448.52,2026-06-10 12:46:10
PAY00001317,ORD0001317,klarna,paid,408.92,2025-10-22 10:32:55
PAY00001318,ORD0001318,card,paid,100.47,2026-03-21 15:48:20
PAY00001319,ORD0001319,paypal,refunded,509.9,2025-11-16 21:55:12
PAY00001320,ORD0001320,card,failed,0.0,2026-05-06 22:52:29
PAY00001321,ORD0001321,card,paid,209.35,2026-02-05 09:20:38
PAY00001322,ORD0001322,bank_transfer,refunded,446.55,2025-06-17 14:50:43
PAY00001323,ORD0001323,paypal,paid,391.07,2026-01-04 19:41:45
PAY00001324,ORD0001324,card,paid,491.96,2025-06-17 09:36:45
PAY00001325,ORD0001325,card,paid,1241.63,2025-07-17 23:14:23
PAY00001326,ORD0001326,card,paid,544.29,2025-03-21 22:56:01
PAY00001327,ORD0001327,bank_transfer,paid,203.86,2026-05-28 18:14:32
PAY00001328,ORD0001328,paypal,paid,377.16,2025-04-08 21:37:24
PAY00001329,ORD0001329,card,paid,171.29,2025-10-13 12:11:25
PAY00001330,ORD0001330,card,paid,700.74,2025-01-08 08:39:25
PAY00001331,ORD0001331,card,refunded,75.13,2026-06-11 15:05:20
PAY00001332,ORD0001332,klarna,paid,203.24,2025-07-11 13:13:00
PAY00001333,ORD0001333,paypal,refunded,655.36,2025-09-06 19:00:56
PAY00001334,ORD0001334,card,paid,1266.2,2025-12-13 11:17:08
PAY00001335,ORD0001335,klarna,paid,596.23,2026-06-21 15:11:55
PAY00001336,ORD0001336,paypal,paid,671.12,2026-02-12 22:13:55
PAY00001337,ORD0001337,bank_transfer,failed,0.0,2026-04-14 21:45:33
PAY00001338,ORD0001338,card,paid,184.73,2025-11-11 22:59:27
PAY00001339,ORD0001339,card,paid,462.59,2025-12-06 09:44:18
PAY00001340,ORD0001340,card,paid,994.71,2025-11-10 19:41:01
PAY00001341,ORD0001341,bank_transfer,refunded,187.72,2026-04-02 15:33:04
PAY00001342,ORD0001342,paypal,paid,247.26,2025-11-08 20:59:03
PAY00001343,ORD0001343,paypal,paid,289.03,2026-04-24 10:12:14
PAY00001344,ORD0001344,card,paid,140.56,2025-03-18 00:07:10
PAY00001345,ORD0001345,klarna,refunded,457.9,2025-10-13 09:23:10
PAY00001346,ORD0001346,card,paid,1179.43,2026-05-23 13:35:44
PAY00001347,ORD0001347,bank_transfer,failed,0.0,2025-08-20 22:35:49
PAY00001348,ORD0001348,paypal,paid,843.07,2025-12-15 14:33:47
PAY00001349,ORD0001349,paypal,paid,382.69,2026-06-21 17:55:09
PAY00001350,ORD0001350,klarna,paid,200.14,2025-05-26 16:09:53
PAY00001351,ORD0001351,card,paid,326.28,2025-12-17 18:29:03
PAY00001352,ORD0001352,klarna,paid,496.67,2025-11-07 09:28:29
PAY00001353,ORD0001353,paypal,paid,176.38,2025-07-16 21:15:21
PAY00001354,ORD0001354,paypal,paid,207.8,2025-09-10 12:13:13
PAY00001355,ORD0001355,paypal,paid,211.33,2026-04-20 14:39:51
PAY00001356,ORD0001356,card,paid,146.26,2025-10-10 15:40:35
PAY00001357,ORD0001357,paypal,refunded,762.83,2025-07-05 20:44:21
PAY00001358,ORD0001358,paypal,refunded,173.37,2026-01-07 00:57:57
PAY00001359,ORD0001359,klarna,paid,748.17,2025-11-30 16:07:16
PAY00001360,ORD0001360,card,paid,916.31,2025-10-21 13:09:50
PAY00001361,ORD0001361,klarna,paid,392.23,2025-11-22 19:07:39
PAY00001362,ORD0001362,klarna,paid,204.42,2026-03-24 10:54:32
PAY00001363,ORD0001363,bank_transfer,paid,257.57,2025-12-14 13:03:46
PAY00001364,ORD0001364,paypal,paid,677.1,2026-01-26 16:25:19
PAY00001365,ORD0001365,card,refunded,201.84,2026-06-09 21:25:50
PAY00001366,ORD0001366,klarna,paid,207.45,2026-01-19 23:51:52
PAY00001367,ORD0001367,card,paid,349.76,2025-07-01 12:14:01
PAY00001368,ORD0001368,paypal,paid,54.85,2026-03-11 09:12:17
PAY00001369,ORD0001369,paypal,paid,182.51,2025-07-17 16:07:19
PAY00001370,ORD0001370,klarna,paid,501.77,2026-04-01 15:52:43
PAY00001371,ORD0001371,klarna,paid,179.56,2025-07-17 23:49:04
PAY00001372,ORD0001372,card,paid,479.15,2025-01-09 13:46:50
PAY00001373,ORD0001373,card,paid,374.61,2025-10-15 17:07:36
PAY00001374,ORD0001374,card,paid,557.68,2026-04-01 22:40:27
PAY00001375,ORD0001375,card,paid,86.21,2025-09-25 10:16:16
PAY00001376,ORD0001376,card,paid,359.02,2025-09-07 22:52:31
PAY00001377,ORD0001377,paypal,paid,976.23,2026-03-20 20:06:06
PAY00001378,ORD0001378,bank_transfer,paid,172.61,2026-03-18 14:48:08
PAY00001379,ORD0001379,paypal,paid,125.16,2025-11-25 08:38:43
PAY00001380,ORD0001380,card,failed,0.0,2025-08-15 20:35:56
PAY00001381,ORD0001381,klarna,paid,210.79,2026-01-10 16:13:35
PAY00001382,ORD0001382,klarna,paid,588.52,2025-10-10 21:19:11
PAY00001383,ORD0001383,card,paid,232.3,2026-02-20 23:59:08
PAY00001384,ORD0001384,card,paid,189.65,2026-03-30 01:07:43
PAY00001385,ORD0001385,card,paid,26.52,2025-08-26 11:10:07
PAY00001386,ORD0001386,card,paid,1597.51,2026-02-10 20:19:31
PAY00001387,ORD0001387,card,refunded,123.36,2025-11-22 10:58:53
PAY00001388,ORD0001388,paypal,paid,1652.72,2026-04-19 23:37:12
PAY00001389,ORD0001389,paypal,paid,1025.95,2025-11-23 21:01:49
PAY00001390,ORD0001390,card,paid,37.89,2025-12-22 12:12:38
PAY00001391,ORD0001391,klarna,paid,174.38,2026-04-23 15:51:59
PAY00001392,ORD0001392,card,paid,128.35,2026-01-12 15:44:49
PAY00001393,ORD0001393,card,paid,503.66,2026-03-29 18:03:39
PAY00001394,ORD0001394,klarna,paid,544.72,2026-01-29 09:42:25
PAY00001395,ORD0001395,klarna,paid,178.42,2026-02-07 13:16:08
PAY00001396,ORD0001396,card,paid,334.11,2026-03-07 21:36:58
PAY00001397,ORD0001397,klarna,refunded,581.59,2025-08-23 16:28:42
PAY00001398,ORD0001398,card,paid,199.78,2026-03-13 18:16:17
PAY00001399,ORD0001399,card,refunded,186.67,2025-11-20 17:16:20
PAY00001400,ORD0001400,card,paid,87.07,2025-03-22 20:02:39
PAY00001401,ORD0001401,card,paid,748.3,2026-02-10 14:24:22
PAY00001402,ORD0001402,card,paid,38.57,2025-08-21 18:45:24
PAY00001403,ORD0001403,card,paid,586.86,2025-12-16 16:31:30
PAY00001404,ORD0001404,klarna,paid,1737.68,2025-11-22 07:31:17
PAY00001405,ORD0001405,card,paid,559.78,2026-01-15 19:37:20
PAY00001406,ORD0001406,paypal,refunded,124.74,2025-12-03 15:40:17
PAY00001407,ORD0001407,card,paid,123.36,2025-12-15 23:21:54
PAY00001408,ORD0001408,bank_transfer,refunded,672.01,2025-11-02 16:31:45
PAY00001409,ORD0001409,klarna,paid,1291.1,2025-04-11 16:47:56
PAY00001410,ORD0001410,card,paid,167.43,2026-01-02 19:41:02
PAY00001411,ORD0001411,paypal,paid,1026.72,2025-05-31 11:15:02
PAY00001412,ORD0001412,paypal,paid,483.38,2025-11-27 19:23:15
PAY00001413,ORD0001413,paypal,paid,380.27,2026-03-28 22:49:36
PAY00001414,ORD0001414,paypal,paid,234.38,2026-05-08 20:47:24
PAY00001415,ORD0001415,card,paid,187.84,2025-06-30 15:53:38
PAY00001416,ORD0001416,paypal,paid,106.87,2025-06-18 10:25:45
PAY00001417,ORD0001417,klarna,paid,375.31,2025-11-09 23:37:08
PAY00001418,ORD0001418,card,refunded,496.7,2026-05-15 17:31:31
PAY00001419,ORD0001419,paypal,paid,329.41,2025-11-01 09:47:50
PAY00001420,ORD0001420,card,paid,854.81,2026-05-07 11:34:38
PAY00001421,ORD0001421,paypal,paid,22.03,2026-05-01 20:30:22
PAY00001422,ORD0001422,bank_transfer,failed,0.0,2025-09-05 16:50:11
PAY00001423,ORD0001423,card,refunded,663.8,2025-01-25 21:57:54
PAY00001424,ORD0001424,klarna,paid,210.58,2026-03-13 12:30:06
PAY00001425,ORD0001425,card,paid,15.49,2025-08-24 21:50:05
PAY00001426,ORD0001426,paypal,paid,221.82,2026-02-14 14:37:39
PAY00001427,ORD0001427,klarna,paid,400.73,2025-12-16 15:11:14
PAY00001428,ORD0001428,card,paid,338.1,2026-04-25 22:04:58
PAY00001429,ORD0001429,card,paid,166.7,2025-07-22 20:02:16
PAY00001430,ORD0001430,bank_transfer,paid,377.36,2026-05-20 15:21:32
PAY00001431,ORD0001431,klarna,failed,0.0,2026-05-06 13:10:13
PAY00001432,ORD0001432,card,refunded,797.55,2026-06-08 11:45:13
PAY00001433,ORD0001433,card,paid,473.34,2025-12-08 14:49:24
PAY00001434,ORD0001434,card,refunded,38.19,2026-03-25 09:26:03
PAY00001435,ORD0001435,klarna,paid,320.88,2025-06-04 19:14:29
PAY00001436,ORD0001436,card,failed,0.0,2025-08-15 14:55:21
PAY00001437,ORD0001437,klarna,paid,445.41,2026-05-16 17:05:49
PAY00001438,ORD0001438,card,failed,0.0,2025-12-06 12:26:26
PAY00001439,ORD0001439,klarna,paid,598.95,2025-11-07 21:43:39
PAY00001440,ORD0001440,card,paid,914.66,2026-04-20 10:47:51
PAY00001441,ORD0001441,bank_transfer,paid,152.83,2025-11-23 14:23:42
PAY00001442,ORD0001442,card,paid,609.92,2026-02-09 18:55:31
PAY00001443,ORD0001443,card,paid,1275.6,2025-12-11 20:37:51
PAY00001444,ORD0001444,paypal,refunded,286.89,2025-02-25 09:53:32
PAY00001445,ORD0001445,klarna,paid,427.55,2026-01-25 14:45:35
PAY00001446,ORD0001446,card,failed,0.0,2025-07-13 22:54:08
PAY00001447,ORD0001447,card,paid,435.69,2025-11-18 17:51:48
PAY00001448,ORD0001448,card,paid,226.53,2026-03-07 20:13:15
PAY00001449,ORD0001449,card,refunded,432.98,2025-12-18 22:45:40
PAY00001450,ORD0001450,card,paid,629.87,2025-10-16 12:35:57
PAY00001451,ORD0001451,klarna,paid,206.63,2025-12-15 01:14:26
PAY00001452,ORD0001452,card,paid,485.74,2026-03-13 23:53:09
PAY00001453,ORD0001453,bank_transfer,refunded,707.62,2025-11-29 22:57:05
PAY00001454,ORD0001454,paypal,paid,438.33,2026-04-26 21:28:21
PAY00001455,ORD0001455,card,paid,742.66,2025-01-17 15:13:47
PAY00001456,ORD0001456,klarna,paid,122.16,2025-05-03 14:27:49
PAY00001457,ORD0001457,card,paid,93.58,2025-11-06 10:29:00
PAY00001458,ORD0001458,card,paid,1316.64,2026-03-19 19:32:47
PAY00001459,ORD0001459,card,paid,461.09,2025-12-11 16:11:59
