order_item_id,order_id,product_id,quantity,unit_price,discount_amount
ITEM00002165,ORD0001089,PROD0029,1,305.83,61.17
ITEM00002166,ORD0001089,PROD0017,1,47.74,0.0
ITEM00002167,ORD0001089,PROD0060,1,9.5,1.43
ITEM00002168,ORD0001090,PROD0058,1,118.75,11.88
ITEM00002169,ORD0001090,PROD0051,1,184.73,0.0
ITEM00002170,ORD0001091,PROD0070,1,194.79,0.0
ITEM00002171,ORD0001091,PROD0056,1,416.06,83.21
ITEM00002172,ORD0001092,PROD0006,1,60.33,3.02
ITEM00002173,ORD0001093,PROD0025,1,272.57,0.0
ITEM00002174,ORD0001094,PROD0114,1,88.65,17.73
ITEM00002175,ORD0001095,PROD0100,1,17.75,1.78
ITEM00002176,ORD0001096,PROD0083,1,60.94,6.09
ITEM00002177,ORD0001096,PROD0030,2,113.65,11.37
ITEM00002178,ORD0001097,PROD0018,1,241.0,0.0
ITEM00002179,ORD0001097,PROD0008,1,32.22,0.0
ITEM00002180,ORD0001098,PROD0012,1,33.64,5.05
ITEM00002181,ORD0001099,PROD0017,2,47.74,0.0
ITEM00002182,ORD0001099,PROD0055,1,228.6,0.0
ITEM00002183,ORD0001100,PROD0099,1,140.01,0.0
ITEM00002184,ORD0001101,PROD0089,1,140.27,0.0
ITEM00002185,ORD0001102,PROD0063,1,246.23,0.0
ITEM00002186,ORD0001102,PROD0118,1,183.53,36.71
ITEM00002187,ORD0001102,PROD0076,1,393.93,19.7
ITEM00002188,ORD0001103,PROD0024,1,156.18,31.24
ITEM00002189,ORD0001104,PROD0076,1,393.93,0.0
ITEM00002190,ORD0001104,PROD0072,1,209.01,0.0
ITEM00002191,ORD0001104,PROD0056,1,416.06,0.0
ITEM00002192,ORD0001105,PROD0070,1,194.79,0.0
ITEM00002193,ORD0001105,PROD0022,2,326.28,0.0
ITEM00002194,ORD0001105,PROD0100,2,17.75,0.0
ITEM00002195,ORD0001106,PROD0022,1,326.28,0.0
ITEM00002196,ORD0001106,PROD0072,1,209.01,10.45
ITEM00002197,ORD0001107,PROD0033,1,184.37,0.0
ITEM00002198,ORD0001107,PROD0113,2,286.04,0.0
ITEM00002199,ORD0001108,PROD0051,2,184.73,0.0
ITEM00002200,ORD0001108,PROD0022,1,326.28,0.0
ITEM00002201,ORD0001109,PROD0003,1,435.69,0.0
ITEM00002202,ORD0001109,PROD0092,1,91.52,0.0
ITEM00002203,ORD0001110,PROD0110,1,90.59,0.0
ITEM00002204,ORD0001111,PROD0054,2,222.94,0.0
ITEM00002205,ORD0001111,PROD0107,1,438.59,0.0
ITEM00002206,ORD0001112,PROD0106,1,148.74,0.0
ITEM00002207,ORD0001113,PROD0018,2,241.0,0.0
ITEM00002208,ORD0001114,PROD0047,1,168.82,0.0
ITEM00002209,ORD0001115,PROD0061,1,81.22,0.0
ITEM00002210,ORD0001115,PROD0042,1,459.6,91.92
ITEM00002211,ORD0001115,PROD0110,2,90.59,0.0
ITEM00002212,ORD0001116,PROD0099,1,140.01,0.0
ITEM00002213,ORD0001117,PROD0048,1,204.42,10.22
ITEM00002214,ORD0001117,PROD0096,1,219.71,0.0
ITEM00002215,ORD0001117,PROD0029,1,305.83,0.0
ITEM00002216,ORD0001118,PROD0081,1,119.17,17.88
ITEM00002217,ORD0001118,PROD0114,1,88.65,0.0
ITEM00002218,ORD0001118,PROD0041,1,291.08,0.0
ITEM00002219,ORD0001119,PROD0053,1,318.9,0.0
ITEM00002220,ORD0001119,PROD0095,1,20.53,3.08
ITEM00002221,ORD0001120,PROD0054,1,222.94,0.0
ITEM00002222,ORD0001121,PROD0067,2,145.83,14.58
ITEM00002223,ORD0001121,PROD0048,1,204.42,30.66
ITEM00002224,ORD0001122,PROD0072,1,209.01,0.0
ITEM00002225,ORD0001122,PROD0050,1,30.13,3.01
ITEM00002226,ORD0001122,PROD0003,1,435.69,65.35
ITEM00002227,ORD0001123,PROD0003,1,435.69,0.0
ITEM00002228,ORD0001123,PROD0105,2,350.67,0.0
ITEM00002229,ORD0001124,PROD0058,1,118.75,0.0
ITEM00002230,ORD0001124,PROD0066,1,188.35,0.0
ITEM00002231,ORD0001124,PROD0083,1,60.94,6.09
ITEM00002232,ORD0001125,PROD0065,3,81.7,0.0
ITEM00002233,ORD0001125,PROD0097,2,353.03,35.3
ITEM00002234,ORD0001125,PROD0062,1,81.83,8.18
ITEM00002235,ORD0001126,PROD0098,2,182.51,0.0
ITEM00002236,ORD0001126,PROD0090,1,171.39,8.57
ITEM00002237,ORD0001127,PROD0002,1,43.67,0.0
ITEM00002238,ORD0001127,PROD0061,2,81.22,16.24
ITEM00002239,ORD0001127,PROD0025,1,272.57,54.51
ITEM00002240,ORD0001127,PROD0104,2,10.68,3.2
ITEM00002241,ORD0001128,PROD0001,2,12.07,0.0
ITEM00002242,ORD0001128,PROD0069,1,227.31,0.0
ITEM00002243,ORD0001128,PROD0055,1,228.6,0.0
ITEM00002244,ORD0001128,PROD0106,1,148.74,0.0
ITEM00002245,ORD0001129,PROD0054,1,222.94,0.0
ITEM00002246,ORD0001129,PROD0058,1,118.75,0.0
ITEM00002247,ORD0001130,PROD0036,1,11.63,0.0
ITEM00002248,ORD0001130,PROD0085,1,122.84,12.28
ITEM00002249,ORD0001130,PROD0101,1,167.62,8.38
ITEM00002250,ORD0001131,PROD0029,1,305.83,0.0
ITEM00002251,ORD0001132,PROD0001,1,12.07,0.0
ITEM00002252,ORD0001133,PROD0067,2,145.83,58.33
ITEM00002253,ORD0001133,PROD0082,1,329.56,0.0
ITEM00002254,ORD0001134,PROD0085,1,122.84,0.0
ITEM00002255,ORD0001134,PROD0109,1,343.77,0.0
ITEM00002256,ORD0001134,PROD0003,1,435.69,0.0
ITEM00002257,ORD0001134,PROD0059,1,49.15,0.0
ITEM00002258,ORD0001135,PROD0051,1,184.73,0.0
ITEM00002259,ORD0001135,PROD0017,1,47.74,0.0
ITEM00002260,ORD0001136,PROD0049,1,84.08,0.0
ITEM00002261,ORD0001136,PROD0081,3,119.17,0.0
ITEM00002262,ORD0001136,PROD0084,2,312.59,93.78
ITEM00002263,ORD0001137,PROD0119,3,205.59,0.0
ITEM00002264,ORD0001137,PROD0020,1,297.84,0.0
ITEM00002265,ORD0001138,PROD0049,1,84.08,8.41
ITEM00002266,ORD0001139,PROD0057,1,161.48,24.22
ITEM00002267,ORD0001139,PROD0102,1,224.77,44.95
ITEM00002268,ORD0001140,PROD0092,1,91.52,0.0
ITEM00002269,ORD0001141,PROD0040,1,387.81,0.0
ITEM00002270,ORD0001142,PROD0053,1,318.9,0.0
ITEM00002271,ORD0001143,PROD0077,1,216.83,10.84
ITEM00002272,ORD0001143,PROD0085,2,122.84,12.28
ITEM00002273,ORD0001143,PROD0106,1,148.74,0.0
ITEM00002274,ORD0001143,PROD0020,1,297.84,0.0
ITEM00002275,ORD0001144,PROD0023,1,136.09,20.41
ITEM00002276,ORD0001145,PROD0017,1,47.74,0.0
ITEM00002277,ORD0001146,PROD0030,1,113.65,0.0
ITEM00002278,ORD0001146,PROD0110,2,90.59,0.0
ITEM00002279,ORD0001147,PROD0083,2,60.94,0.0
ITEM00002280,ORD0001147,PROD0042,1,459.6,22.98
ITEM00002281,ORD0001148,PROD0004,1,234.81,0.0
ITEM00002282,ORD0001148,PROD0073,1,273.15,27.31
ITEM00002283,ORD0001148,PROD0120,1,272.15,0.0
ITEM00002284,ORD0001149,PROD0032,2,22.4,0.0
ITEM00002285,ORD0001149,PROD0081,1,119.17,0.0
ITEM00002286,ORD0001150,PROD0040,1,387.81,0.0
ITEM00002287,ORD0001151,PROD0026,1,17.79,0.0
ITEM00002288,ORD0001151,PROD0083,3,60.94,0.0
ITEM00002289,ORD0001152,PROD0059,1,49.15,0.0
ITEM00002290,ORD0001153,PROD0096,3,219.71,0.0
ITEM00002291,ORD0001154,PROD0061,1,81.22,16.24
ITEM00002292,ORD0001155,PROD0046,1,275.32,55.06
ITEM00002293,ORD0001156,PROD0107,1,438.59,0.0
ITEM00002294,ORD0001157,PROD0007,1,123.36,0.0
ITEM00002295,ORD0001157,PROD0037,2,198.87,0.0
ITEM00002296,ORD0001158,PROD0027,1,272.85,0.0
ITEM00002297,ORD0001159,PROD0096,1,219.71,0.0
ITEM00002298,ORD0001159,PROD0003,1,435.69,0.0
ITEM00002299,ORD0001159,PROD0085,1,122.84,24.57
ITEM00002300,ORD0001159,PROD0057,1,161.48,0.0
ITEM00002301,ORD0001159,PROD0069,1,227.31,0.0
ITEM00002302,ORD0001160,PROD0065,1,81.7,4.08
ITEM00002303,ORD0001160,PROD0116,1,204.46,0.0
ITEM00002304,ORD0001161,PROD0093,1,166.3,16.63
ITEM00002305,ORD0001161,PROD0106,1,148.74,0.0
ITEM00002306,ORD0001162,PROD0103,1,63.04,0.0
ITEM00002307,ORD0001163,PROD0061,1,81.22,0.0
ITEM00002308,ORD0001163,PROD0087,1,151.09,0.0
ITEM00002309,ORD0001164,PROD0010,2,207.41,0.0
ITEM00002310,ORD0001165,PROD0098,1,182.51,27.38
ITEM00002311,ORD0001166,PROD0058,1,118.75,0.0
ITEM00002312,ORD0001166,PROD0001,1,12.07,0.0
ITEM00002313,ORD0001167,PROD0083,1,60.94,0.0
ITEM00002314,ORD0001167,PROD0012,2,33.64,0.0
ITEM00002315,ORD0001168,PROD0078,1,378.92,0.0
ITEM00002316,ORD0001169,PROD0006,1,60.33,0.0
ITEM00002317,ORD0001169,PROD0007,3,123.36,0.0
ITEM00002318,ORD0001169,PROD0080,2,178.73,0.0
ITEM00002319,ORD0001169,PROD0092,1,91.52,0.0
ITEM00002320,ORD0001169,PROD0069,2,227.31,90.92
ITEM00002321,ORD0001170,PROD0072,1,209.01,0.0
ITEM00002322,ORD0001171,PROD0111,1,202.74,10.14
ITEM00002323,ORD0001172,PROD0054,2,222.94,0.0
ITEM00002324,ORD0001173,PROD0046,2,275.32,0.0
ITEM00002325,ORD0001174,PROD0007,1,123.36,0.0
ITEM00002326,ORD0001175,PROD0034,1,161.71,0.0
ITEM00002327,ORD0001175,PROD0094,1,47.82,0.0
ITEM00002328,ORD0001176,PROD0069,1,227.31,11.37
ITEM00002329,ORD0001176,PROD0051,1,184.73,0.0
ITEM00002330,ORD0001177,PROD0072,1,209.01,31.35
ITEM00002331,ORD0001177,PROD0059,1,49.15,0.0
ITEM00002332,ORD0001178,PROD0073,1,273.15,0.0
ITEM00002333,ORD0001178,PROD0024,1,156.18,0.0
ITEM00002334,ORD0001179,PROD0118,1,183.53,0.0
ITEM00002335,ORD0001179,PROD0018,1,241.0,24.1
ITEM00002336,ORD0001179,PROD0042,3,459.6,0.0
ITEM00002337,ORD0001180,PROD0019,1,203.36,0.0
ITEM00002338,ORD0001181,PROD0018,1,241.0,0.0
ITEM00002339,ORD0001182,PROD0108,1,325.38,0.0
ITEM00002340,ORD0001183,PROD0001,1,12.07,0.0
ITEM00002341,ORD0001184,PROD0028,2,273.37,0.0
ITEM00002342,ORD0001184,PROD0027,1,272.85,0.0
ITEM00002343,ORD0001185,PROD0103,1,63.04,0.0
ITEM00002344,ORD0001186,PROD0007,1,123.36,0.0
ITEM00002345,ORD0001187,PROD0119,1,205.59,30.84
ITEM00002346,ORD0001188,PROD0114,1,88.65,0.0
ITEM00002347,ORD0001188,PROD0102,1,224.77,0.0
ITEM00002348,ORD0001188,PROD0034,1,161.71,0.0
ITEM00002349,ORD0001188,PROD0053,1,318.9,47.83
ITEM00002350,ORD0001189,PROD0077,2,216.83,0.0
ITEM00002351,ORD0001190,PROD0038,1,349.24,0.0
ITEM00002352,ORD0001190,PROD0028,1,273.37,41.01
ITEM00002353,ORD0001190,PROD0017,1,47.74,0.0
ITEM00002354,ORD0001191,PROD0033,1,184.37,0.0
ITEM00002355,ORD0001192,PROD0119,1,205.59,0.0
ITEM00002356,ORD0001192,PROD0082,1,329.56,0.0
ITEM00002357,ORD0001192,PROD0021,1,61.13,0.0
ITEM00002358,ORD0001193,PROD0038,1,349.24,0.0
ITEM00002359,ORD0001193,PROD0009,1,104.1,0.0
ITEM00002360,ORD0001193,PROD0050,1,30.13,0.0
ITEM00002361,ORD0001193,PROD0067,1,145.83,0.0
ITEM00002362,ORD0001193,PROD0007,3,123.36,0.0
ITEM00002363,ORD0001194,PROD0102,1,224.77,0.0
ITEM00002364,ORD0001194,PROD0050,1,30.13,0.0
ITEM00002365,ORD0001195,PROD0052,1,141.65,0.0
ITEM00002366,ORD0001196,PROD0064,1,415.75,83.15
ITEM00002367,ORD0001197,PROD0068,2,233.23,0.0
ITEM00002368,ORD0001198,PROD0076,2,393.93,0.0
ITEM00002369,ORD0001198,PROD0079,2,184.66,36.93
ITEM00002370,ORD0001198,PROD0061,1,81.22,0.0
ITEM00002371,ORD0001199,PROD0053,1,318.9,31.89
ITEM00002372,ORD0001199,PROD0025,1,272.57,40.89
ITEM00002373,ORD0001199,PROD0006,1,60.33,0.0
ITEM00002374,ORD0001199,PROD0113,1,286.04,14.3
ITEM00002375,ORD0001200,PROD0002,2,43.67,0.0
ITEM00002376,ORD0001200,PROD0075,2,77.97,0.0
ITEM00002377,ORD0001201,PROD0079,1,184.66,0.0
ITEM00002378,ORD0001202,PROD0029,1,305.83,0.0
ITEM00002379,ORD0001202,PROD0074,1,210.71,21.07
ITEM00002380,ORD0001203,PROD0103,1,63.04,0.0
ITEM00002381,ORD0001203,PROD0030,3,113.65,0.0
ITEM00002382,ORD0001203,PROD0012,1,33.64,0.0
ITEM00002383,ORD0001204,PROD0059,1,49.15,7.37
ITEM00002384,ORD0001204,PROD0047,1,168.82,0.0
ITEM00002385,ORD0001205,PROD0112,1,178.9,17.89
ITEM00002386,ORD0001205,PROD0051,1,184.73,0.0
ITEM00002387,ORD0001206,PROD0036,1,11.63,1.16
ITEM00002388,ORD0001206,PROD0022,1,326.28,0.0
ITEM00002389,ORD0001207,PROD0048,3,204.42,0.0
ITEM00002390,ORD0001207,PROD0012,2,33.64,3.36
ITEM00002391,ORD0001208,PROD0108,2,325.38,97.61
ITEM00002392,ORD0001208,PROD0003,1,435.69,0.0
ITEM00002393,ORD0001209,PROD0087,2,151.09,0.0
ITEM00002394,ORD0001210,PROD0060,3,9.5,0.0
ITEM00002395,ORD0001211,PROD0080,1,178.73,0.0
ITEM00002396,ORD0001211,PROD0088,1,207.8,0.0
ITEM00002397,ORD0001212,PROD0034,1,161.71,0.0
ITEM00002398,ORD0001213,PROD0101,1,167.62,0.0
ITEM00002399,ORD0001213,PROD0086,1,232.8,23.28
ITEM00002400,ORD0001213,PROD0078,1,378.92,0.0
ITEM00002401,ORD0001213,PROD0004,1,234.81,11.74
ITEM00002402,ORD0001214,PROD0109,1,343.77,0.0
ITEM00002403,ORD0001214,PROD0077,1,216.83,0.0
ITEM00002404,ORD0001215,PROD0109,1,343.77,0.0
ITEM00002405,ORD0001215,PROD0056,1,416.06,0.0
ITEM00002406,ORD0001216,PROD0058,1,118.75,0.0
ITEM00002407,ORD0001217,PROD0116,1,204.46,0.0
ITEM00002408,ORD0001218,PROD0014,1,153.26,0.0
ITEM00002409,ORD0001218,PROD0010,1,207.41,0.0
ITEM00002410,ORD0001219,PROD0120,2,272.15,0.0
ITEM00002411,ORD0001220,PROD0081,1,119.17,0.0
ITEM00002412,ORD0001220,PROD0035,1,80.56,0.0
ITEM00002413,ORD0001220,PROD0046,2,275.32,0.0
ITEM00002414,ORD0001221,PROD0028,1,273.37,0.0
ITEM00002415,ORD0001222,PROD0072,1,209.01,0.0
ITEM00002416,ORD0001222,PROD0100,1,17.75,1.78
ITEM00002417,ORD0001223,PROD0009,1,104.1,0.0
ITEM00002418,ORD0001223,PROD0071,1,258.29,0.0
ITEM00002419,ORD0001223,PROD0045,1,149.63,22.44
ITEM00002420,ORD0001224,PROD0037,1,198.87,29.83
ITEM00002421,ORD0001225,PROD0086,1,232.8,0.0
ITEM00002422,ORD0001226,PROD0091,1,229.29,0.0
ITEM00002423,ORD0001226,PROD0076,2,393.93,0.0
ITEM00002424,ORD0001226,PROD0033,1,184.37,0.0
ITEM00002425,ORD0001226,PROD0105,2,350.67,70.13
ITEM00002426,ORD0001227,PROD0120,1,272.15,0.0
ITEM00002427,ORD0001228,PROD0054,3,222.94,0.0
ITEM00002428,ORD0001228,PROD0053,3,318.9,47.84
ITEM00002429,ORD0001228,PROD0056,2,416.06,0.0
ITEM00002430,ORD0001229,PROD0116,3,204.46,30.67
ITEM00002431,ORD0001230,PROD0020,1,297.84,0.0
ITEM00002432,ORD0001231,PROD0047,1,168.82,0.0
ITEM00002433,ORD0001232,PROD0097,1,353.03,0.0
ITEM00002434,ORD0001232,PROD0046,2,275.32,0.0
ITEM00002435,ORD0001233,PROD0028,2,273.37,109.35
ITEM00002436,ORD0001234,PROD0101,1,167.62,0.0
ITEM00002437,ORD0001234,PROD0035,2,80.56,0.0
ITEM00002438,ORD0001234,PROD0100,1,17.75,0.0
ITEM00002439,ORD0001235,PROD0095,1,20.53,0.0
ITEM00002440,ORD0001236,PROD0028,2,273.37,0.0
ITEM00002441,ORD0001236,PROD0009,1,104.1,0.0
ITEM00002442,ORD0001236,PROD0018,1,241.0,0.0
ITEM00002443,ORD0001237,PROD0011,1,132.39,19.86
ITEM00002444,ORD0001238,PROD0013,1,174.57,0.0
ITEM00002445,ORD0001238,PROD0006,1,60.33,0.0
ITEM00002446,ORD0001239,PROD0026,2,17.79,1.78
ITEM00002447,ORD0001239,PROD0032,1,22.4,0.0
ITEM00002448,ORD0001240,PROD0083,1,60.94,0.0
ITEM00002449,ORD0001241,PROD0005,1,281.9,0.0
ITEM00002450,ORD0001242,PROD0018,2,241.0,0.0
ITEM00002451,ORD0001243,PROD0095,1,20.53,1.03
ITEM00002452,ORD0001243,PROD0079,1,184.66,0.0
ITEM00002453,ORD0001243,PROD0097,1,353.03,0.0
ITEM00002454,ORD0001243,PROD0006,1,60.33,0.0
ITEM00002455,ORD0001243,PROD0109,1,343.77,0.0
ITEM00002456,ORD0001244,PROD0024,1,156.18,0.0
ITEM00002457,ORD0001245,PROD0094,3,47.82,0.0
ITEM00002458,ORD0001245,PROD0104,1,10.68,0.0
ITEM00002459,ORD0001245,PROD0075,1,77.97,11.7
ITEM00002460,ORD0001246,PROD0089,1,140.27,0.0
ITEM00002461,ORD0001247,PROD0082,1,329.56,0.0
ITEM00002462,ORD0001248,PROD0113,1,286.04,57.21
ITEM00002463,ORD0001249,PROD0071,1,258.29,0.0
ITEM00002464,ORD0001249,PROD0114,1,88.65,13.3
ITEM00002465,ORD0001249,PROD0044,1,110.41,0.0
ITEM00002466,ORD0001250,PROD0029,1,305.83,45.87
ITEM00002467,ORD0001250,PROD0042,1,459.6,0.0
ITEM00002468,ORD0001251,PROD0079,1,184.66,9.23
ITEM00002469,ORD0001251,PROD0078,2,378.92,0.0
ITEM00002470,ORD0001252,PROD0064,2,415.75,0.0
ITEM00002471,ORD0001253,PROD0003,1,435.69,0.0
ITEM00002472,ORD0001253,PROD0072,1,209.01,0.0
ITEM00002473,ORD0001253,PROD0115,1,331.12,0.0
ITEM00002474,ORD0001253,PROD0018,2,241.0,0.0
ITEM00002475,ORD0001254,PROD0050,1,30.13,0.0
ITEM00002476,ORD0001254,PROD0108,1,325.38,48.81
ITEM00002477,ORD0001255,PROD0015,2,100.92,0.0
ITEM00002478,ORD0001255,PROD0024,1,156.18,0.0
ITEM00002479,ORD0001255,PROD0083,1,60.94,12.19
ITEM00002480,ORD0001255,PROD0053,1,318.9,0.0
ITEM00002481,ORD0001255,PROD0090,1,171.39,0.0
ITEM00002482,ORD0001256,PROD0078,1,378.92,0.0
ITEM00002483,ORD0001257,PROD0088,1,207.8,10.39
ITEM00002484,ORD0001258,PROD0010,3,207.41,93.33
ITEM00002485,ORD0001259,PROD0005,2,281.9,0.0
ITEM00002486,ORD0001259,PROD0020,1,297.84,0.0
ITEM00002487,ORD0001259,PROD0068,2,233.23,93.29
ITEM00002488,ORD0001259,PROD0072,1,209.01,0.0
ITEM00002489,ORD0001260,PROD0008,1,32.22,0.0
ITEM00002490,ORD0001261,PROD0042,2,459.6,0.0
ITEM00002491,ORD0001262,PROD0003,2,435.69,0.0
ITEM00002492,ORD0001262,PROD0018,1,241.0,48.2
ITEM00002493,ORD0001262,PROD0039,1,280.24,28.02
ITEM00002494,ORD0001263,PROD0119,1,205.59,41.12
ITEM00002495,ORD0001264,PROD0118,1,183.53,0.0
ITEM00002496,ORD0001265,PROD0113,1,286.04,0.0
ITEM00002497,ORD0001266,PROD0045,1,149.63,29.93
ITEM00002498,ORD0001267,PROD0060,1,9.5,0.0
ITEM00002499,ORD0001267,PROD0075,1,77.97,11.7
ITEM00002500,ORD0001267,PROD0070,1,194.79,0.0
ITEM00002501,ORD0001267,PROD0077,1,216.83,43.37
ITEM00002502,ORD0001268,PROD0052,1,141.65,7.08
ITEM00002503,ORD0001268,PROD0027,1,272.85,0.0
ITEM00002504,ORD0001269,PROD0002,1,43.67,0.0
ITEM00002505,ORD0001270,PROD0024,1,156.18,7.81
ITEM00002506,ORD0001271,PROD0103,1,63.04,0.0
ITEM00002507,ORD0001271,PROD0098,1,182.51,0.0
ITEM00002508,ORD0001272,PROD0023,1,136.09,0.0
ITEM00002509,ORD0001273,PROD0097,1,353.03,0.0
ITEM00002510,ORD0001274,PROD0041,3,291.08,130.99
ITEM00002511,ORD0001275,PROD0047,1,168.82,0.0
ITEM00002512,ORD0001275,PROD0063,1,246.23,0.0
ITEM00002513,ORD0001275,PROD0072,1,209.01,20.9
ITEM00002514,ORD0001275,PROD0006,1,60.33,0.0
ITEM00002515,ORD0001276,PROD0120,1,272.15,0.0
ITEM00002516,ORD0001276,PROD0084,1,312.59,15.63
ITEM00002517,ORD0001276,PROD0034,1,161.71,0.0
ITEM00002518,ORD0001276,PROD0037,1,198.87,0.0
ITEM00002519,ORD0001277,PROD0004,3,234.81,0.0
ITEM00002520,ORD0001277,PROD0087,1,151.09,0.0
ITEM00002521,ORD0001278,PROD0071,2,258.29,25.83
ITEM00002522,ORD0001278,PROD0042,1,459.6,0.0
ITEM00002523,ORD0001278,PROD0045,2,149.63,0.0
ITEM00002524,ORD0001279,PROD0078,2,378.92,0.0
ITEM00002525,ORD0001280,PROD0011,1,132.39,0.0
ITEM00002526,ORD0001280,PROD0052,1,141.65,0.0
ITEM00002527,ORD0001280,PROD0041,1,291.08,0.0
ITEM00002528,ORD0001280,PROD0019,1,203.36,0.0
ITEM00002529,ORD0001281,PROD0039,1,280.24,28.02
ITEM00002530,ORD0001282,PROD0001,2,12.07,0.0
ITEM00002531,ORD0001283,PROD0109,2,343.77,0.0
ITEM00002532,ORD0001283,PROD0075,2,77.97,0.0
ITEM00002533,ORD0001284,PROD0087,1,151.09,22.66
ITEM00002534,ORD0001284,PROD0077,2,216.83,0.0
ITEM00002535,ORD0001284,PROD0038,1,349.24,34.92
ITEM00002536,ORD0001285,PROD0077,1,216.83,0.0
ITEM00002537,ORD0001285,PROD0012,1,33.64,0.0
ITEM00002538,ORD0001286,PROD0023,2,136.09,0.0
ITEM00002539,ORD0001287,PROD0021,1,61.13,0.0
ITEM00002540,ORD0001288,PROD0048,1,204.42,0.0
ITEM00002541,ORD0001289,PROD0044,1,110.41,0.0
ITEM00002542,ORD0001290,PROD0030,2,113.65,11.37
ITEM00002543,ORD0001290,PROD0001,3,12.07,0.0
ITEM00002544,ORD0001290,PROD0037,1,198.87,39.77
ITEM00002545,ORD0001290,PROD0102,1,224.77,0.0
ITEM00002546,ORD0001291,PROD0016,2,317.54,0.0
ITEM00002547,ORD0001291,PROD0079,1,184.66,0.0
ITEM00002548,ORD0001291,PROD0038,1,349.24,0.0
ITEM00002549,ORD0001292,PROD0004,2,234.81,0.0
ITEM00002550,ORD0001293,PROD0032,1,22.4,0.0
ITEM00002551,ORD0001294,PROD0088,1,207.8,0.0
ITEM00002552,ORD0001295,PROD0020,1,297.84,0.0
ITEM00002553,ORD0001296,PROD0020,1,297.84,0.0
ITEM00002554,ORD0001296,PROD0112,1,178.9,0.0
ITEM00002555,ORD0001296,PROD0032,1,22.4,0.0
ITEM00002556,ORD0001296,PROD0090,1,171.39,0.0
ITEM00002557,ORD0001297,PROD0010,2,207.41,0.0
ITEM00002558,ORD0001298,PROD0055,1,228.6,0.0
ITEM00002559,ORD0001299,PROD0104,2,10.68,0.0
ITEM00002560,ORD0001300,PROD0021,1,61.13,6.11
ITEM00002561,ORD0001300,PROD0022,1,326.28,0.0
ITEM00002562,ORD0001301,PROD0015,1,100.92,0.0
ITEM00002563,ORD0001302,PROD0075,1,77.97,0.0
ITEM00002564,ORD0001302,PROD0100,1,17.75,0.0
ITEM00002565,ORD0001303,PROD0089,1,140.27,0.0
ITEM00002566,ORD0001303,PROD0120,2,272.15,108.86
ITEM00002567,ORD0001303,PROD0110,1,90.59,0.0
ITEM00002568,ORD0001303,PROD0090,2,171.39,0.0
ITEM00002569,ORD0001303,PROD0086,2,232.8,0.0
ITEM00002570,ORD0001304,PROD0019,1,203.36,0.0
ITEM00002571,ORD0001304,PROD0100,2,17.75,0.0
ITEM00002572,ORD0001304,PROD0032,2,22.4,0.0
ITEM00002573,ORD0001305,PROD0018,2,241.0,24.1
ITEM00002574,ORD0001306,PROD0114,1,88.65,0.0
ITEM00002575,ORD0001307,PROD0087,1,151.09,7.55
ITEM00002576,ORD0001307,PROD0074,1,210.71,42.14
ITEM00002577,ORD0001307,PROD0049,1,84.08,0.0
ITEM00002578,ORD0001308,PROD0118,1,183.53,0.0
ITEM00002579,ORD0001309,PROD0073,2,273.15,0.0
ITEM00002580,ORD0001310,PROD0092,1,91.52,0.0
ITEM00002581,ORD0001310,PROD0089,1,140.27,21.04
ITEM00002582,ORD0001310,PROD0115,1,331.12,0.0
ITEM00002583,ORD0001310,PROD0091,1,229.29,11.46
ITEM00002584,ORD0001311,PROD0088,1,207.8,0.0
ITEM00002585,ORD0001312,PROD0002,2,43.67,0.0
ITEM00002586,ORD0001312,PROD0014,1,153.26,0.0
ITEM00002587,ORD0001313,PROD0014,1,153.26,0.0
ITEM00002588,ORD0001313,PROD0052,1,141.65,0.0
ITEM00002589,ORD0001313,PROD0115,1,331.12,0.0
ITEM00002590,ORD0001313,PROD0078,1,378.92,56.84
ITEM00002591,ORD0001314,PROD0026,1,17.79,0.0
ITEM00002592,ORD0001314,PROD0085,1,122.84,0.0
ITEM00002593,ORD0001315,PROD0020,1,297.84,0.0
ITEM00002594,ORD0001316,PROD0043,1,236.52,0.0
ITEM00002595,ORD0001316,PROD0072,1,209.01,0.0
ITEM00002596,ORD0001317,PROD0116,2,204.46,0.0
ITEM00002597,ORD0001318,PROD0017,2,47.74,0.0
ITEM00002598,ORD0001319,PROD0114,2,88.65,0.0
ITEM00002599,ORD0001319,PROD0093,2,166.3,0.0
ITEM00002600,ORD0001320,PROD0041,1,291.08,14.55
ITEM00002601,ORD0001321,PROD0019,1,203.36,0.0
ITEM00002602,ORD0001322,PROD0085,1,122.84,0.0
ITEM00002603,ORD0001322,PROD0058,2,118.75,0.0
ITEM00002604,ORD0001322,PROD0061,1,81.22,0.0
ITEM00002605,ORD0001323,PROD0038,1,349.24,17.46
ITEM00002606,ORD0001323,PROD0006,1,60.33,6.03
ITEM00002607,ORD0001324,PROD0087,1,151.09,7.55
ITEM00002608,ORD0001324,PROD0049,1,84.08,12.61
ITEM00002609,ORD0001324,PROD0088,1,207.8,20.78
ITEM00002610,ORD0001324,PROD0092,1,91.52,4.58
ITEM00002611,ORD0001325,PROD0043,1,236.52,0.0
ITEM00002612,ORD0001325,PROD0064,2,415.75,0.0
ITEM00002613,ORD0001325,PROD0101,1,167.62,0.0
ITEM00002614,ORD0001326,PROD0086,2,232.8,69.84
