session_id,customer_id,started_at,source_channel,device_type,landing_page,pageviews,duration_seconds
SESS00001637,CUST00544,2026-04-16 16:52:29,direct,mobile,/search,2,1111
SESS00001638,CUST00509,2025-01-22 17:36:16,organic,mobile,/sale,2,36
SESS00001639,CUST00494,2025-09-28 02:49:36,direct,desktop,/category,15,1705
SESS00001640,CUST00373,2025-08-09 08:52:25,paid_social,mobile,/product,2,2014
SESS00001641,CUST00148,2025-12-03 16:56:47,affiliate,desktop,/blog,8,1964
SESS00001642,CUST00526,2026-05-26 15:12:09,paid_social,desktop,/category,2,3372
SESS00001643,CUST00504,2025-11-06 23:15:30,organic,desktop,/search,9,2819
SESS00001644,CUST00126,2025-11-25 05:19:25,email,desktop,/product,2,930
SESS00001645,CUST00064,2026-05-20 05:41:18,email,desktop,/sale,4,2321
SESS00001646,CUST00003,2025-03-05 06:32:05,organic,mobile,/home,4,1490
SESS00001647,CUST00431,2026-03-11 09:44:51,paid_social,mobile,/home,1,2199
SESS00001648,CUST00133,2026-04-03 18:08:31,organic,mobile,/blog,11,3514
SESS00001649,CUST00043,2026-02-26 11:03:14,organic,mobile,/product,3,2591
SESS00001650,CUST00045,2025-07-10 16:58:04,paid_search,desktop,/category,3,550
SESS00001651,CUST00495,2026-01-11 03:35:39,organic,mobile,/blog,2,339
SESS00001652,CUST00249,2025-06-21 23:37:15,affiliate,tablet,/blog,7,1959
SESS00001653,CUST00469,2025-01-24 17:04:02,organic,mobile,/home,1,2716
SESS00001654,CUST00586,2026-01-13 23:43:59,organic,mobile,/search,2,3322
SESS00001655,CUST00165,2025-08-08 06:30:33,organic,desktop,/product,3,3536
SESS00001656,CUST00077,2025-07-03 15:30:45,paid_social,mobile,/blog,2,884
SESS00001657,CUST00339,2025-09-25 19:32:00,paid_search,desktop,/home,1,2016
SESS00001658,CUST00383,2025-01-12 14:41:17,organic,desktop,/sale,6,1210
SESS00001659,CUST00011,2025-12-14 04:00:26,paid_social,tablet,/home,3,3427
SESS00001660,CUST00382,2026-04-08 14:57:40,organic,desktop,/blog,2,2587
SESS00001661,CUST00064,2025-02-03 13:34:42,paid_search,mobile,/search,1,230
SESS00001662,CUST00286,2026-02-02 02:53:33,paid_search,mobile,/product,3,2033
SESS00001663,CUST00099,2026-03-17 20:35:13,email,desktop,/sale,2,2147
SESS00001664,CUST00484,2025-08-29 12:34:34,affiliate,mobile,/category,8,3089
SESS00001665,CUST00083,2025-05-03 08:51:54,organic,desktop,/sale,19,2688
SESS00001666,CUST00166,2026-01-13 09:29:42,email,mobile,/category,6,1238
SESS00001667,CUST00294,2025-07-08 09:45:43,organic,mobile,/search,6,1154
SESS00001668,CUST00580,2026-03-11 12:17:30,affiliate,desktop,/category,8,1684
SESS00001669,CUST00311,2026-03-06 09:04:11,organic,mobile,/product,3,1072
SESS00001670,CUST00355,2025-09-12 06:33:37,paid_social,desktop,/search,1,2554
SESS00001671,CUST00062,2025-10-14 06:53:31,paid_search,mobile,/category,5,2277
SESS00001672,CUST00450,2025-01-06 08:39:29,paid_search,mobile,/sale,5,2145
SESS00001673,CUST00276,2026-05-06 23:23:49,email,desktop,/home,1,2821
SESS00001674,CUST00145,2026-06-01 04:55:22,email,mobile,/home,10,3119
SESS00001675,CUST00338,2026-01-08 23:04:05,organic,mobile,/blog,1,1040
SESS00001676,CUST00172,2026-04-27 10:23:10,direct,mobile,/sale,4,2708
SESS00001677,CUST00139,2026-05-03 04:54:29,paid_search,mobile,/home,7,942
SESS00001678,CUST00359,2026-01-12 11:03:38,organic,mobile,/blog,1,420
SESS00001679,CUST00014,2025-05-12 06:58:34,paid_social,mobile,/sale,1,2614
SESS00001680,CUST00285,2025-12-13 13:38:22,organic,mobile,/product,2,1911
SESS00001681,CUST00337,2026-05-07 08:37:20,paid_social,desktop,/blog,11,2925
SESS00001682,CUST00255,2025-12-10 15:13:30,email,mobile,/product,1,1599
SESS00001683,CUST00469,2026-06-09 11:10:29,organic,mobile,/sale,2,2481
SESS00001684,CUST00020,2025-01-30 12:10:48,paid_social,desktop,/product,3,3585
SESS00001685,CUST00255,2026-01-10 05:28:31,paid_social,mobile,/product,6,2555
SESS00001686,CUST00248,2025-09-12 14:58:10,email,mobile,/sale,1,1615
SESS00001687,CUST00565,2026-04-28 09:24:54,organic,desktop,/search,3,1024
SESS00001688,CUST00071,2025-08-14 12:51:06,paid_search,mobile,/blog,1,2084
SESS00001689,CUST00546,2025-02-27 08:50:09,paid_social,mobile,/blog,8,1867
SESS00001690,CUST00112,2025-03-26 22:31:04,paid_social,mobile,/search,22,2881
SESS00001691,CUST00225,2025-07-09 07:37:06,paid_social,mobile,/product,3,3311
SESS00001692,CUST00104,2026-02-13 18:03:21,paid_social,desktop,/product,10,2931
SESS00001693,CUST00445,2025-08-02 05:28:45,paid_search,mobile,/home,2,2019
SESS00001694,CUST00133,2025-12-23 18:37:21,direct,mobile,/home,1,1868
SESS00001695,CUST00525,2025-03-22 03:06:34,organic,desktop,/product,11,2761
SESS00001696,CUST00148,2026-05-30 23:52:52,email,desktop,/search,6,1688
SESS00001697,CUST00588,2025-04-12 04:53:22,paid_search,mobile,/blog,3,2522
SESS00001698,CUST00172,2025-11-09 10:24:12,paid_social,desktop,/home,3,2888
SESS00001699,CUST00534,2026-03-24 13:15:16,organic,mobile,/home,2,1532
SESS00001700,CUST00441,2025-11-03 19:32:35,paid_social,mobile,/product,2,1613
SESS00001701,CUST00207,2025-09-11 08:19:46,email,desktop,/sale,1,2683
SESS00001702,CUST00102,2025-05-02 18:50:13,paid_social,mobile,/sale,6,1814
SESS00001703,CUST00060,2025-09-29 10:36:28,organic,desktop,/sale,3,3435
SESS00001704,CUST00005,2025-12-11 18:42:50,paid_social,mobile,/product,8,3377
SESS00001705,CUST00093,2025-11-14 08:45:20,paid_social,mobile,/blog,3,532
SESS00001706,CUST00301,2025-07-08 07:40:17,organic,desktop,/home,7,1471
SESS00001707,CUST00287,2026-03-14 17:06:55,paid_search,tablet,/sale,3,2822
SESS00001708,CUST00226,2025-08-27 02:43:08,paid_social,mobile,/product,2,1658
SESS00001709,CUST00347,2025-06-01 03:10:48,organic,desktop,/home,1,1261
SESS00001710,CUST00126,2026-05-21 16:30:09,affiliate,mobile,/sale,1,2568
SESS00001711,CUST00540,2025-03-18 14:55:30,paid_social,mobile,/sale,7,1313
SESS00001712,CUST00136,2025-11-12 03:08:48,organic,mobile,/category,10,2522
SESS00001713,CUST00457,2026-02-26 21:53:38,paid_search,desktop,/sale,6,2895
SESS00001714,CUST00468,2025-08-05 08:03:07,paid_social,mobile,/product,14,720
SESS00001715,CUST00039,2025-04-17 12:29:41,email,tablet,/product,4,2647
SESS00001716,CUST00214,2026-03-04 06:22:04,organic,desktop,/sale,1,2471
SESS00001717,CUST00176,2025-09-21 20:29:41,affiliate,desktop,/search,7,3567
SESS00001718,CUST00268,2026-02-16 14:25:57,paid_social,mobile,/search,7,1091
SESS00001719,CUST00121,2025-05-01 02:57:10,paid_search,mobile,/home,1,1400
SESS00001720,CUST00574,2025-04-21 19:28:47,paid_social,mobile,/search,13,1771
SESS00001721,CUST00557,2025-04-21 23:19:15,paid_search,mobile,/category,1,383
SESS00001722,CUST00391,2025-04-08 03:20:44,paid_social,mobile,/category,5,217
SESS00001723,CUST00068,2025-04-02 02:36:12,organic,mobile,/search,4,2705
SESS00001724,CUST00192,2025-09-20 21:33:50,direct,tablet,/sale,4,3591
SESS00001725,CUST00263,2025-04-19 10:19:58,organic,tablet,/sale,1,2042
SESS00001726,CUST00394,2026-04-20 17:33:24,organic,desktop,/search,1,2214
SESS00001727,CUST00023,2025-03-09 14:47:37,paid_search,mobile,/home,3,2525
SESS00001728,CUST00257,2025-06-10 23:39:25,paid_search,mobile,/blog,4,2835
SESS00001729,CUST00541,2025-06-25 17:29:55,paid_search,tablet,/category,2,2428
SESS00001730,CUST00584,2025-09-06 10:37:54,paid_social,desktop,/home,1,2176
SESS00001731,CUST00134,2025-10-27 05:17:09,email,mobile,/home,6,2539
SESS00001732,CUST00300,2025-10-05 21:53:32,organic,desktop,/sale,2,3044
SESS00001733,CUST00017,2025-05-29 05:59:22,paid_search,desktop,/product,6,367
SESS00001734,CUST00248,2026-01-24 20:37:55,paid_search,desktop,/category,2,730
SESS00001735,CUST00512,2026-02-21 17:36:22,paid_social,mobile,/category,2,1401
SESS00001736,CUST00313,2025-08-26 10:15:11,organic,mobile,/home,9,262
SESS00001737,CUST00545,2026-05-14 02:00:23,paid_social,mobile,/product,1,2983
SESS00001738,CUST00594,2025-08-05 15:38:36,direct,mobile,/sale,1,2211
SESS00001739,CUST00360,2025-11-11 22:30:49,paid_social,mobile,/blog,1,1105
SESS00001740,CUST00114,2025-01-24 17:49:06,email,mobile,/search,3,829
SESS00001741,CUST00580,2025-06-07 20:30:08,organic,mobile,/sale,1,437
SESS00001742,CUST00197,2025-02-02 19:47:42,organic,mobile,/sale,7,2062
SESS00001743,CUST00265,2025-08-19 11:45:40,paid_search,desktop,/home,6,3188
SESS00001744,CUST00279,2025-10-31 08:07:49,paid_social,mobile,/product,7,2162
SESS00001745,CUST00035,2025-06-17 06:21:35,paid_social,mobile,/category,1,3059
SESS00001746,CUST00191,2025-05-15 21:35:33,paid_search,tablet,/product,3,119
SESS00001747,CUST00002,2025-10-10 12:01:25,affiliate,mobile,/category,2,2138
SESS00001748,CUST00524,2025-11-13 21:47:46,email,desktop,/search,7,614
SESS00001749,CUST00532,2025-11-20 12:25:42,direct,desktop,/product,2,1719
SESS00001750,CUST00524,2025-03-18 10:55:46,organic,mobile,/sale,4,2251
SESS00001751,CUST00412,2026-01-20 08:07:14,email,mobile,/sale,3,1688
SESS00001752,CUST00583,2025-06-10 07:31:50,organic,tablet,/home,6,544
SESS00001753,CUST00336,2026-01-26 23:56:22,direct,mobile,/category,3,2528
SESS00001754,CUST00415,2026-04-04 02:37:11,direct,mobile,/product,1,3413
SESS00001755,CUST00571,2025-07-01 18:32:33,direct,mobile,/blog,2,3551
SESS00001756,CUST00274,2025-12-13 11:01:38,paid_search,desktop,/search,1,650
SESS00001757,CUST00250,2026-01-23 01:19:06,paid_search,desktop,/product,6,3417
SESS00001758,CUST00045,2025-06-20 09:14:47,organic,mobile,/search,3,1461
SESS00001759,CUST00229,2025-12-10 20:41:13,email,desktop,/sale,18,2427
SESS00001760,CUST00562,2025-07-10 17:21:14,paid_social,desktop,/blog,4,1098
SESS00001761,CUST00091,2025-10-11 10:09:37,direct,mobile,/product,3,1793
SESS00001762,CUST00475,2026-01-25 03:06:34,paid_search,mobile,/sale,6,319
SESS00001763,CUST00115,2026-02-15 06:19:41,paid_search,desktop,/search,5,1039
SESS00001764,CUST00247,2025-11-07 14:58:08,paid_social,desktop,/sale,1,2527
SESS00001765,CUST00556,2026-03-20 01:13:47,direct,mobile,/product,6,2750
SESS00001766,CUST00510,2025-03-26 00:31:12,paid_social,mobile,/category,9,3287
SESS00001767,CUST00203,2025-08-17 16:34:50,email,mobile,/product,13,3040
SESS00001768,CUST00441,2025-03-02 22:10:55,organic,mobile,/category,6,2482
SESS00001769,CUST00504,2025-03-11 21:27:39,paid_search,mobile,/search,19,1340
SESS00001770,CUST00496,2025-09-16 06:52:37,email,mobile,/product,1,1833
SESS00001771,CUST00423,2026-01-29 20:16:03,organic,desktop,/sale,1,1081
SESS00001772,CUST00026,2025-12-27 00:30:39,paid_search,desktop,/product,1,2720
SESS00001773,CUST00519,2025-03-07 19:28:07,email,mobile,/search,4,1203
SESS00001774,CUST00143,2026-05-07 12:04:15,paid_social,desktop,/blog,2,375
SESS00001775,CUST00061,2025-05-03 10:24:58,direct,desktop,/product,1,2612
SESS00001776,CUST00168,2025-02-07 18:58:50,paid_search,desktop,/blog,3,2209
SESS00001777,CUST00542,2025-11-19 04:28:38,paid_social,desktop,/search,2,903
SESS00001778,CUST00320,2026-03-23 05:05:25,organic,mobile,/home,1,1449
SESS00001779,CUST00504,2025-12-09 08:49:06,paid_social,mobile,/category,3,1012
SESS00001780,CUST00325,2025-02-14 20:12:14,email,mobile,/blog,6,2295
SESS00001781,CUST00129,2025-05-08 23:05:53,direct,mobile,/home,1,3467
SESS00001782,CUST00130,2025-08-29 08:34:42,email,desktop,/product,4,3248
SESS00001783,CUST00192,2026-02-11 23:26:05,email,mobile,/category,1,650
SESS00001784,CUST00179,2025-07-16 02:51:29,affiliate,mobile,/product,1,1120
SESS00001785,CUST00351,2026-03-30 12:58:31,paid_search,desktop,/sale,10,896
SESS00001786,CUST00334,2025-04-10 16:19:07,affiliate,mobile,/home,9,268
SESS00001787,CUST00237,2025-05-24 19:23:50,paid_search,desktop,/sale,5,2341
SESS00001788,CUST00118,2026-06-12 03:21:20,paid_social,desktop,/product,14,434
SESS00001789,CUST00099,2025-02-23 11:26:28,paid_social,mobile,/product,2,2330
SESS00001790,CUST00476,2025-06-27 15:44:47,organic,desktop,/blog,9,903
SESS00001791,CUST00334,2025-11-24 06:59:52,email,mobile,/category,5,3052
SESS00001792,CUST00002,2026-05-29 10:26:28,paid_social,mobile,/search,14,3595
SESS00001793,CUST00102,2026-03-16 20:36:12,paid_social,mobile,/home,5,320
SESS00001794,CUST00403,2026-03-10 12:16:05,paid_search,desktop,/sale,11,2781
SESS00001795,CUST00471,2026-04-28 15:44:18,organic,desktop,/home,2,891
SESS00001796,CUST00128,2025-08-27 00:44:27,direct,desktop,/product,2,643
SESS00001797,CUST00467,2025-08-31 03:31:41,paid_search,desktop,/sale,2,2113
SESS00001798,CUST00293,2025-02-24 04:41:06,paid_search,tablet,/blog,6,122
SESS00001799,CUST00573,2025-08-01 17:37:51,organic,tablet,/sale,5,81
SESS00001800,CUST00443,2025-01-01 15:43:00,affiliate,desktop,/search,3,2162
SESS00001801,CUST00387,2025-07-17 11:39:56,organic,mobile,/category,7,2682
SESS00001802,CUST00024,2026-06-25 08:02:06,organic,desktop,/blog,2,2396
SESS00001803,CUST00285,2025-05-01 15:36:24,direct,mobile,/sale,2,3254
SESS00001804,CUST00163,2025-12-22 15:24:38,paid_search,desktop,/home,1,2039
SESS00001805,CUST00384,2026-02-07 13:11:48,paid_search,desktop,/product,3,1168
SESS00001806,CUST00269,2025-01-29 01:15:11,direct,desktop,/category,19,2417
SESS00001807,CUST00221,2025-08-20 21:43:05,paid_search,mobile,/category,3,2324
SESS00001808,CUST00045,2026-01-13 16:05:20,paid_search,mobile,/product,1,1482
SESS00001809,CUST00523,2025-12-24 02:55:03,paid_search,mobile,/sale,2,1161
SESS00001810,CUST00579,2025-12-09 05:22:48,email,mobile,/category,18,2809
SESS00001811,CUST00578,2025-05-10 21:36:44,organic,mobile,/sale,13,3247
SESS00001812,CUST00127,2025-02-01 17:04:27,organic,desktop,/product,2,51
SESS00001813,CUST00475,2026-01-15 10:55:21,paid_search,mobile,/sale,6,3501
SESS00001814,CUST00595,2026-04-10 14:37:53,paid_social,desktop,/blog,4,1472
SESS00001815,CUST00046,2025-07-02 16:09:16,paid_social,desktop,/category,5,2562
SESS00001816,CUST00588,2025-10-23 01:11:10,organic,mobile,/home,1,2215
SESS00001817,CUST00429,2026-06-24 12:28:51,direct,mobile,/blog,3,843
SESS00001818,CUST00359,2025-07-23 17:37:15,affiliate,mobile,/home,3,81
SESS00001819,CUST00312,2025-01-01 05:17:07,paid_social,desktop,/blog,5,642
SESS00001820,CUST00480,2025-12-04 07:07:25,paid_social,mobile,/search,3,2434
SESS00001821,CUST00173,2025-05-19 15:21:09,paid_search,tablet,/category,3,3268
SESS00001822,CUST00533,2025-05-17 22:18:55,organic,desktop,/category,1,2821
SESS00001823,CUST00445,2025-09-13 04:06:17,direct,mobile,/product,11,2507
SESS00001824,CUST00444,2025-02-08 16:56:14,paid_social,desktop,/sale,1,1426
SESS00001825,CUST00530,2026-01-24 05:54:53,paid_social,tablet,/home,2,158
SESS00001826,CUST00256,2025-10-15 20:21:55,email,mobile,/category,1,1416
SESS00001827,CUST00435,2025-03-06 15:50:11,direct,tablet,/category,9,1670
SESS00001828,CUST00059,2025-11-25 05:20:01,direct,mobile,/home,1,1997
SESS00001829,CUST00036,2026-06-24 16:16:53,email,mobile,/search,3,3547
SESS00001830,CUST00208,2026-05-19 04:53:33,paid_social,desktop,/product,8,2936
SESS00001831,CUST00138,2026-03-01 04:14:45,affiliate,tablet,/blog,3,3286
SESS00001832,CUST00331,2026-01-21 16:05:31,affiliate,mobile,/category,5,1193
SESS00001833,CUST00267,2025-10-07 11:32:24,organic,desktop,/search,6,1020
SESS00001834,CUST00554,2026-05-17 12:42:10,paid_search,desktop,/product,4,1070
SESS00001835,CUST00061,2025-07-16 06:35:31,organic,mobile,/sale,3,3484
SESS00001836,CUST00471,2025-11-08 07:49:36,paid_search,desktop,/search,2,62
SESS00001837,CUST00354,2025-10-15 20:46:11,paid_social,desktop,/search,5,793
SESS00001838,CUST00084,2025-09-15 19:13:29,paid_social,desktop,/home,2,24
SESS00001839,CUST00042,2025-03-27 02:06:11,direct,tablet,/product,10,2202
SESS00001840,CUST00386,2025-04-07 14:33:46,paid_social,mobile,/sale,3,406
SESS00001841,CUST00048,2025-05-17 02:29:08,direct,tablet,/home,6,566
SESS00001842,CUST00388,2026-01-11 15:19:08,paid_social,desktop,/home,7,837
SESS00001843,CUST00536,2025-05-16 03:52:32,organic,tablet,/blog,2,1091
SESS00001844,CUST00147,2025-10-16 16:11:08,affiliate,mobile,/search,2,2735
SESS00001845,CUST00003,2025-03-18 14:05:19,email,mobile,/blog,1,736
SESS00001846,CUST00372,2025-04-18 22:49:38,organic,mobile,/home,1,1166
SESS00001847,CUST00259,2026-06-10 13:09:06,paid_search,desktop,/category,10,2095
SESS00001848,CUST00421,2025-02-21 11:30:21,paid_social,mobile,/search,1,935
SESS00001849,CUST00582,2026-06-30 12:42:26,email,mobile,/home,1,2861
SESS00001850,CUST00261,2025-05-08 09:30:59,organic,mobile,/category,4,2526
SESS00001851,CUST00406,2026-05-14 21:45:11,email,mobile,/search,4,1181
SESS00001852,CUST00553,2025-05-15 16:39:39,organic,desktop,/product,9,250
SESS00001853,CUST00212,2025-10-13 18:05:23,organic,desktop,/sale,2,3008
SESS00001854,CUST00341,2025-06-30 11:58:01,paid_social,mobile,/search,2,1091
SESS00001855,CUST00274,2025-02-11 10:11:55,direct,desktop,/blog,10,1253
SESS00001856,CUST00571,2025-10-30 05:32:47,organic,mobile,/product,5,1528
SESS00001857,CUST00233,2025-12-09 23:44:39,email,mobile,/category,3,2362
SESS00001858,CUST00455,2026-05-10 19:56:23,direct,desktop,/product,2,3465
SESS00001859,CUST00360,2025-09-26 05:15:10,paid_search,desktop,/blog,2,1351
SESS00001860,CUST00348,2026-04-23 09:47:10,organic,mobile,/blog,7,1218
SESS00001861,CUST00146,2025-10-28 20:38:46,email,mobile,/sale,1,1732
SESS00001862,CUST00341,2025-09-11 05:16:55,direct,mobile,/home,1,337
SESS00001863,CUST00600,2026-01-11 12:24:26,affiliate,mobile,/blog,2,1808
SESS00001864,CUST00408,2026-03-06 15:52:14,organic,mobile,/sale,3,556
SESS00001865,CUST00362,2025-06-07 04:42:00,paid_social,desktop,/product,1,3218
SESS00001866,CUST00141,2025-11-14 18:49:38,organic,mobile,/product,11,411
SESS00001867,CUST00027,2025-10-22 08:56:46,organic,desktop,/category,1,2053
SESS00001868,CUST00306,2025-06-30 07:40:00,direct,mobile,/blog,11,1284
SESS00001869,CUST00549,2025-04-12 11:03:48,direct,tablet,/sale,2,3050
SESS00001870,CUST00098,2026-06-30 12:59:41,paid_search,mobile,/category,4,303
SESS00001871,CUST00536,2025-10-18 05:14:39,direct,mobile,/blog,2,2299
SESS00001872,CUST00173,2025-10-14 00:05:26,affiliate,mobile,/home,1,1001
SESS00001873,CUST00038,2025-02-09 07:43:34,paid_search,mobile,/product,3,375
SESS00001874,CUST00560,2025-06-14 15:30:30,direct,desktop,/home,4,2103
SESS00001875,CUST00063,2025-01-16 09:59:28,paid_search,desktop,/search,2,409
SESS00001876,CUST00197,2025-01-14 02:18:08,paid_search,mobile,/blog,2,2948
SESS00001877,CUST00365,2025-08-11 03:36:25,direct,desktop,/product,9,1959
SESS00001878,,2025-09-15 06:14:44,paid_search,mobile,/product,1,2354
SESS00001879,CUST00238,2025-08-15 14:21:12,organic,desktop,/sale,3,1362
SESS00001880,CUST00516,2026-03-25 05:18:47,direct,mobile,/search,1,1075
SESS00001881,CUST00450,2026-03-12 15:59:07,paid_search,tablet,/sale,4,1791
SESS00001882,CUST00056,2026-03-06 14:34:21,organic,mobile,/sale,12,17
SESS00001883,CUST00133,2025-09-22 10:57:52,direct,mobile,/blog,3,1780
SESS00001884,CUST00154,2026-01-16 13:00:34,email,mobile,/sale,1,695
SESS00001885,CUST00395,2025-11-05 19:10:24,email,mobile,/product,1,1084
SESS00001886,CUST00265,2025-05-13 08:25:26,organic,mobile,/blog,7,1452
SESS00001887,CUST00143,2025-05-29 05:27:04,email,mobile,/blog,5,1466
SESS00001888,CUST00028,2026-02-19 18:40:22,paid_search,desktop,/home,12,527
SESS00001889,CUST00030,2026-04-21 21:18:49,direct,desktop,/category,4,72
SESS00001890,CUST00492,2025-09-09 05:54:54,direct,tablet,/category,4,2793
SESS00001891,CUST00349,2025-03-15 06:59:56,direct,mobile,/home,4,442
SESS00001892,CUST00430,2025-02-09 05:59:43,paid_social,desktop,/sale,2,1769
SESS00001893,CUST00491,2025-05-02 17:02:23,paid_search,desktop,/category,1,2872
SESS00001894,CUST00027,2025-01-26 03:36:40,paid_search,desktop,/blog,3,1351
SESS00001895,CUST00409,2025-01-26 13:28:17,paid_search,mobile,/category,3,2332
SESS00001896,CUST00122,2025-11-10 12:27:45,direct,desktop,/sale,1,1865
SESS00001897,CUST00492,2025-01-23 13:44:02,direct,mobile,/category,1,2895
SESS00001898,CUST00087,2025-10-12 05:53:45,organic,desktop,/sale,2,2098
SESS00001899,CUST00238,2025-04-13 17:11:51,paid_search,desktop,/home,3,1373
SESS00001900,CUST00080,2025-11-14 22:44:42,direct,mobile,/category,3,1593
SESS00001901,CUST00384,2025-02-13 18:12:55,paid_social,desktop,/sale,1,2130
SESS00001902,CUST00322,2025-04-06 12:58:06,direct,mobile,/sale,9,357
SESS00001903,CUST00263,2025-12-21 00:17:19,paid_search,mobile,/blog,11,2059
SESS00001904,CUST00510,2025-10-11 00:04:06,direct,mobile,/product,6,2822
SESS00001905,CUST00533,2025-09-22 20:40:34,paid_social,mobile,/home,18,3109
SESS00001906,CUST00344,2025-12-07 01:03:12,paid_search,mobile,/product,2,804
SESS00001907,CUST00382,2026-03-20 12:17:48,email,mobile,/home,1,2941
SESS00001908,CUST00176,2025-11-19 21:09:18,organic,mobile,/sale,5,1629
SESS00001909,CUST00336,2025-05-21 15:22:13,organic,desktop,/search,10,3278
SESS00001910,CUST00514,2025-03-01 12:02:04,direct,desktop,/category,7,1032
SESS00001911,CUST00054,2026-03-31 02:33:39,organic,mobile,/blog,7,2383
SESS00001912,CUST00452,2025-01-28 13:36:43,organic,desktop,/product,12,402
SESS00001913,CUST00399,2025-09-11 10:20:00,paid_search,mobile,/blog,5,1853
SESS00001914,CUST00127,2026-06-19 09:54:05,paid_social,desktop,/product,1,1882
SESS00001915,CUST00588,2025-08-25 21:32:07,affiliate,mobile,/home,8,3311
SESS00001916,CUST00064,2025-11-16 19:30:13,paid_search,mobile,/product,1,408
SESS00001917,CUST00320,2026-06-17 08:24:49,email,desktop,/home,4,3164
SESS00001918,CUST00193,2025-07-31 10:47:42,organic,desktop,/search,2,820
SESS00001919,CUST00259,2026-05-07 03:12:51,organic,tablet,/blog,9,3216
SESS00001920,CUST00165,2025-09-30 17:43:57,email,desktop,/home,2,1718
SESS00001921,CUST00129,2026-01-01 19:54:08,paid_social,mobile,/category,19,117
SESS00001922,CUST00330,2026-04-27 17:07:13,paid_search,desktop,/blog,2,3021
SESS00001923,CUST00272,2025-12-02 11:53:46,email,mobile,/search,5,117
SESS00001924,CUST00071,2026-04-24 12:46:47,paid_social,tablet,/sale,1,114
SESS00001925,CUST00068,2025-05-30 11:24:44,paid_search,tablet,/product,3,2414
SESS00001926,CUST00294,2025-03-23 09:37:51,email,tablet,/sale,1,3043
SESS00001927,CUST00584,2026-04-23 01:03:24,paid_search,desktop,/product,2,672
SESS00001928,CUST00067,2025-08-25 17:14:48,organic,tablet,/sale,4,328
SESS00001929,CUST00204,2025-09-20 17:35:47,organic,desktop,/blog,8,3336
SESS00001930,CUST00387,2025-04-07 01:19:23,paid_social,mobile,/search,10,1221
SESS00001931,CUST00013,2025-06-23 03:35:53,paid_social,mobile,/search,2,1113
SESS00001932,CUST00315,2025-10-31 17:57:51,paid_social,mobile,/home,2,3485
SESS00001933,CUST00491,2025-01-06 17:26:53,paid_search,tablet,/sale,3,198
SESS00001934,CUST00060,2026-06-28 12:47:24,affiliate,mobile,/category,3,2744
SESS00001935,CUST00406,2025-02-11 18:22:49,paid_search,tablet,/sale,4,1657
SESS00001936,CUST00165,2026-01-11 10:14:32,paid_social,desktop,/product,2,893
SESS00001937,CUST00393,2025-01-01 22:42:40,email,tablet,/blog,7,2362
SESS00001938,CUST00386,2025-07-25 23:56:00,email,mobile,/category,10,109
SESS00001939,CUST00010,2025-12-10 22:54:00,paid_search,mobile,/product,1,2001
SESS00001940,CUST00360,2026-05-26 21:35:14,direct,desktop,/product,5,2804
SESS00001941,CUST00427,2025-07-18 09:48:45,direct,tablet,/search,5,332
SESS00001942,CUST00130,2025-10-03 12:08:06,paid_search,mobile,/product,1,2422
SESS00001943,CUST00152,2025-11-09 12:43:05,affiliate,mobile,/product,6,1998
SESS00001944,CUST00574,2025-05-14 15:25:46,paid_social,desktop,/search,1,2694
SESS00001945,CUST00347,2026-04-10 18:43:57,organic,tablet,/blog,11,2683
SESS00001946,CUST00014,2025-01-13 01:00:21,email,desktop,/sale,1,157
SESS00001947,CUST00210,2025-09-14 06:11:11,paid_search,mobile,/sale,8,3429
SESS00001948,CUST00394,2025-01-19 01:57:36,affiliate,mobile,/blog,2,3029
SESS00001949,CUST00541,2025-11-11 09:31:38,paid_social,mobile,/product,5,717
SESS00001950,CUST00530,2025-10-19 17:57:58,email,desktop,/home,1,943
SESS00001951,CUST00359,2025-06-27 18:06:31,organic,desktop,/category,9,1319
SESS00001952,CUST00417,2025-04-16 08:56:33,organic,mobile,/category,1,733
SESS00001953,CUST00228,2025-10-16 23:34:14,organic,mobile,/blog,6,1707
SESS00001954,CUST00291,2025-05-15 09:36:13,paid_search,mobile,/category,10,3076
SESS00001955,CUST00164,2025-11-15 23:34:32,affiliate,mobile,/home,5,1888
SESS00001956,CUST00264,2025-05-01 14:15:35,organic,mobile,/home,3,2887
SESS00001957,CUST00076,2026-03-28 03:28:52,paid_search,mobile,/product,3,1112
SESS00001958,CUST00398,2026-06-15 13:02:01,paid_social,tablet,/sale,1,1954
SESS00001959,CUST00456,2025-04-12 04:52:52,affiliate,mobile,/blog,4,1555
SESS00001960,CUST00423,2026-02-15 21:44:54,direct,mobile,/search,4,1070
SESS00001961,CUST00392,2025-06-26 21:19:16,email,mobile,/sale,15,1011
SESS00001962,CUST00301,2025-09-29 00:54:50,direct,mobile,/product,3,609
SESS00001963,CUST00004,2026-06-09 08:19:44,organic,mobile,/search,3,2681
SESS00001964,CUST00254,2025-06-29 18:14:29,paid_social,desktop,/blog,2,2472
SESS00001965,CUST00536,2025-11-03 02:39:33,organic,mobile,/product,4,1462
SESS00001966,CUST00240,2025-02-02 18:24:09,email,desktop,/sale,4,655
SESS00001967,CUST00558,2026-04-28 12:41:57,direct,mobile,/category,13,881
SESS00001968,CUST00192,2025-11-25 20:18:12,paid_search,mobile,/search,10,914
